"piece_id","name","affinity","role","role_code","intent","tier","level","kind","n_matches","n_pair_games","n_pair_wins","n_team_wins","n_team_draws","n_team_timeouts","mean_duration_ticks","win_rate","expected_wr","wr_delta","expected_power","timeout_rate","own_weather_wr","counter_weather_wr","weather_sensitivity","wd_z"
"champ_permafrost_walrus@2","Permafrost Walrus","snow","mage","str-ranged-squishy-ability-leaden-damage","damage",3,2,"champion",2328,13920,6014,867,250,250,6940.7,0.432,0.397,0.0351,3.1748,0.1074,0.4511,0.3996,0.0515,1.20526835286911
"champ_permafrost_walrus@3","Permafrost Walrus","snow","mage","str-ranged-squishy-ability-leaden-damage","damage",3,3,"champion",2238,12618,6973,1190,121,121,6127.5,0.5526,0.5549,-0.0023,12.6992,0.0541,0.5495,0.535,0.0328,-0.26715000821877
"champ_phantom_lynx","Phantom Lynx","mist","swashbuckler","int-melee-squishy-auto-speedy-damage","damage",3,1,"champion",2292,12822,5014,710,236,236,6663.6,0.391,0.4062,-0.0151,1.5874,0.103,0.4034,0.3884,0.0267,-0.771079286879862
"champ_phantom_lynx@2","Phantom Lynx","mist","swashbuckler","int-melee-squishy-auto-speedy-damage","damage",3,2,"champion",2736,15618,6851.5,1037,247,247,6557.9,0.4387,0.4172,0.0215,3.1748,0.0903,0.4316,0.437,0.0225,0.669843494291696
"champ_phantom_lynx@3","Phantom Lynx","mist","swashbuckler","int-melee-squishy-auto-speedy-damage","damage",3,3,"champion",2346,13530,7016.5,1192,167,167,6157,0.5186,0.5007,0.0179,12.6992,0.0712,0.5215,0.5011,0.0304,0.528113384668264
"champ_reedbank_otter","Reedbank Otter","rain","swashbuckler","str-melee-auto-speedy","hybrid",2,1,"champion",2322,13122,4960.5,718,225,225,6769.6,0.378,0.35,0.028,1.2599,0.0969,0.3676,0.3738,0.0197,1.61415705827028
"champ_reedbank_otter@2","Reedbank Otter","rain","swashbuckler","str-melee-auto-speedy","hybrid",2,2,"champion",2526,13908,5724,933,191,191,6571.9,0.4116,0.4379,-0.0263,2.5198,0.0756,0.4185,0.4118,0.028,-1.19449691302034
"champ_reedbank_otter@3","Reedbank Otter","rain","swashbuckler","str-melee-auto-speedy","hybrid",2,3,"champion",2328,13440,6922.5,1168,198,198,6814.3,0.5151,0.5362,-0.0211,10.0794,0.0851,0.5083,0.4877,0.0542,-0.925528208587357
"champ_riptide_caiman","Riptide Caiman","rain","assassin","str-melee-squishy-ability-speedy-damage","damage",9,1,"champion",2328,13200,5470,925,182,182,6354.4,0.4144,0.3982,0.0162,6.3496,0.0782,0.4205,0.405,0.0286,0.324920967339498
"champ_riptide_caiman@2","Riptide Caiman","rain","assassin","str-melee-squishy-ability-speedy-damage","damage",9,2,"champion",2142,11964,7350,1210,156,156,6256,0.6143,0.5908,0.0236,12.6992,0.0728,0.6489,0.6033,0.0456,0.489520214617326
"champ_riptide_caiman@3","Riptide Caiman","rain","assassin","str-melee-squishy-ability-speedy-damage","damage",9,3,"champion",2130,12066,8677.5,1605,75,75,5555.1,0.7192,0.6912,0.028,50.7968,0.0352,0.7464,0.7101,0.0671,0.587390037323062
"champ_snowpelt_cub","Snowpelt Cub","snow","tank","str-melee-tanky_hp-heavy-utility","utility",1,1,"champion",2628,14772,6827.5,1018,246,246,6817,0.4622,0.4732,-0.011,1,0.0936,0.4665,0.4574,0.029,-0.420075370694134
"champ_snowpelt_cub@2","Snowpelt Cub","snow","tank","str-melee-tanky_hp-heavy-utility","utility",1,2,"champion",1860,10086,3667,559,247,247,6911.5,0.3636,0.3867,-0.0231,2,0.1328,0.3676,0.3605,0.0286,-0.686661663634643
"champ_snowpelt_cub@3","Snowpelt Cub","snow","tank","str-melee-tanky_hp-heavy-utility","utility",1,3,"champion",1980,11040,6026.5,911,226,226,7411,0.5459,0.4908,0.0551,8,0.1141,0.5497,0.5457,0.0166,1.03623487421228
"champ_sparkfly","Sparkfly","thunder","support","int-ranged-ability-blinding-utility","utility",1,1,"champion",2226,11892,4755,717,209,209,6527.4,0.3998,0.3855,0.0144,1,0.0939,0.3991,0.4099,0.0267,0.139535525230569
"champ_sparkfly@2","Sparkfly","thunder","support","int-ranged-ability-blinding-utility","utility",1,2,"champion",2394,13524,5402.5,779,208,208,6709,0.3995,0.3988,6e-04,2,0.0869,0.4011,0.4026,0.0144,-0.164505040271829
"champ_sparkfly@3","Sparkfly","thunder","support","int-ranged-ability-blinding-utility","utility",1,3,"champion",2634,14604,7189,1156,258,258,7071,0.4923,0.4926,-3e-04,8,0.0979,0.4953,0.4883,0.0101,-0.184333772804594
"champ_spectral_heron","Spectral Heron","mist","marksman","int-ranged-auto-steady-damage","damage",9,1,"champion",2070,11664,5433,870,102,102,6333.2,0.4658,0.4506,0.0152,6.3496,0.0493,0.4712,0.4588,0.0123,0.302677825815467
"champ_spectral_heron@2","Spectral Heron","mist","marksman","int-ranged-auto-steady-damage","damage",9,2,"champion",2910,16416,9213,1533,214,214,6689.1,0.5612,0.5629,-0.0016,12.6992,0.0735,0.5614,0.5415,0.0355,-0.0710069517882525
"champ_spectral_heron@3","Spectral Heron","mist","marksman","int-ranged-auto-steady-damage","damage",9,3,"champion",2310,12738,10806.5,1948,46,46,5422.5,0.8484,0.8318,0.0165,50.7968,0.0199,0.8733,0.7913,0.094,0.331593909796707
"champ_springfrog","Springfrog","rain","support","int-ranged-ability-steady-utility","utility",1,1,"champion",2094,11520,4903,748,233,233,6742.1,0.4256,0.3625,0.0631,1,0.1113,0.4315,0.4294,0.0396,1.21249027450352
"champ_springfrog@2","Springfrog","rain","support","int-ranged-ability-steady-utility","utility",1,2,"champion",1980,11166,5366,776,358,358,7575.1,0.4806,0.3783,0.1023,2,0.1808,0.4836,0.4726,0.0159,2.07614173593063
"champ_springfrog@3","Springfrog","rain","support","int-ranged-ability-steady-utility","utility",1,3,"champion",1722,9606,6165,947,364,364,8050.7,0.6418,0.5016,0.1402,8,0.2114,0.6558,0.6483,0.0559,2.9111516948104
"champ_storm_eagle","Storm Eagle","thunder","spellslinger","int-ranged-brisk-damage","damage",9,1,"champion",2244,13380,6190,974,157,157,6409.9,0.4626,0.4771,-0.0145,6.3496,0.07,0.4762,0.4453,0.0327,-0.357943477448251
"champ_storm_eagle@2","Storm Eagle","thunder","spellslinger","int-ranged-brisk-damage","damage",9,2,"champion",2460,13644,7141,1262,133,133,6409.6,0.5234,0.5141,0.0093,12.6992,0.0541,0.5444,0.504,0.0405,0.171443290823684
"champ_storm_eagle@3","Storm Eagle","thunder","spellslinger","int-ranged-brisk-damage","damage",9,3,"champion",2088,11598,9656,1815,14,14,4629.3,0.8326,0.7532,0.0793,50.7968,0.0067,0.8663,0.7822,0.0841,1.72846319750585
"champ_sunmane_lion","Sunmane Lion","clear","bruiser","str-melee-tanky_hp-auto-heavy-damage","damage",6,1,"champion",2448,13458,5765,801,380,380,7422.5,0.4284,0.4387,-0.0103,3.1748,0.1552,0.4242,NA,0.0194,-0.362159554479428
"champ_sunmane_lion@2","Sunmane Lion","clear","bruiser","str-melee-tanky_hp-auto-heavy-damage","damage",6,2,"champion",2226,12492,6079.5,930,265,265,7415,0.4867,0.5173,-0.0306,6.3496,0.119,0.5019,NA,0.0476,-0.959870038701573
"champ_sunmane_lion@3","Sunmane Lion","clear","bruiser","str-melee-tanky_hp-auto-heavy-damage","damage",6,3,"champion",2496,14370,7955.5,1323,291,291,7595.6,0.5536,0.5787,-0.0251,25.3984,0.1166,0.5576,NA,0.0215,-0.797928774503455
"champ_sunspear_falcon","Sunspear Falcon","clear","marksman","str-ranged-squishy-auto-blinding","hybrid",9,1,"champion",1800,9966,4606.5,730,163,163,6582.4,0.4622,0.457,0.0053,6.3496,0.0906,0.4557,NA,0.0322,0.0824707247275608
"champ_sunspear_falcon@2","Sunspear Falcon","clear","marksman","str-ranged-squishy-auto-blinding","hybrid",9,2,"champion",2328,13182,7007,1186,141,141,6108.8,0.5316,0.5112,0.0204,12.6992,0.0606,0.5371,NA,0.0141,0.418342161740427
"champ_sunspear_falcon@3","Sunspear Falcon","clear","marksman","str-ranged-squishy-auto-blinding","hybrid",9,3,"champion",2952,16302,12763,2339,51,51,5279.4,0.7829,0.8082,-0.0253,50.7968,0.0173,0.795,NA,0.035,-0.598169405907785
"champ_tempest_eel","Tempest Eel","thunder","spellslinger","int-ranged-squishy-speedy-damage","damage",6,1,"champion",2346,12696,5565,895,117,117,6117.1,0.4383,0.4286,0.0097,3.1748,0.0499,0.4586,0.4107,0.048,0.226717769877365
"champ_tempest_eel@2","Tempest Eel","thunder","spellslinger","int-ranged-squishy-speedy-damage","damage",6,2,"champion",2790,15714,7161.5,1102,293,293,6765.7,0.4557,0.4456,0.0102,6.3496,0.105,0.4717,0.4519,0.0267,0.241439702986285
"champ_tempest_eel@3","Tempest Eel","thunder","spellslinger","int-ranged-squishy-speedy-damage","damage",6,3,"champion",2310,13158,7431,1267,110,110,6059.8,0.5648,0.6256,-0.0609,25.3984,0.0476,0.5914,0.5431,0.0483,-1.85201918510211
"champ_thunderclap_gorilla","Thunderclap Gorilla","thunder","bruiser","str-melee-tanky_hp-auto-heavy-damage","damage",8,1,"champion",2478,13896,5438,882,282,282,6989,0.3913,0.4145,-0.0232,5.0397,0.1138,0.3983,0.3873,0.0134,-0.55867332823227
"champ_thunderclap_gorilla@2","Thunderclap Gorilla","thunder","bruiser","str-melee-tanky_hp-auto-heavy-damage","damage",8,2,"champion",2838,15738,8316,1424,282,282,6902.8,0.5284,0.5044,0.024,10.0794,0.0994,0.5475,0.5173,0.0316,0.518768090501393
"champ_thunderclap_gorilla@3","Thunderclap Gorilla","thunder","bruiser","str-melee-tanky_hp-auto-heavy-damage","damage",8,3,"champion",1872,10188,7599.5,1355,144,144,7072.5,0.7459,0.7709,-0.025,40.3175,0.0769,0.7741,0.7291,0.0548,-0.599762195895841
"champ_thunderhide_bison","Thunderhide Bison","thunder","bruiser","str-melee-tanky_arm-heavy-damage","damage",5,1,"champion",2142,11292,4823,792,138,138,6570.9,0.4271,0.4591,-0.032,2.5198,0.0644,0.44,0.4245,0.0476,-0.957881869799639
"champ_thunderhide_bison@2","Thunderhide Bison","thunder","bruiser","str-melee-tanky_arm-heavy-damage","damage",5,2,"champion",2556,14460,6810,1054,282,282,7010.1,0.471,0.4971,-0.0261,5.0397,0.1103,0.4745,0.4757,0.0122,-0.794442410089971
"champ_thunderhide_bison@3","Thunderhide Bison","thunder","bruiser","str-melee-tanky_arm-heavy-damage","damage",5,3,"champion",2328,13392,7419,1128,330,330,7516.1,0.554,0.5789,-0.0249,20.1587,0.1418,0.5831,0.5504,0.0412,-0.761200486081225
"champ_thunderhoof_colt","Thunderhoof Colt","thunder","spellblade","melee-auto-speedy","hybrid",2,1,"champion",2544,14136,4467,669,243,243,6714.3,0.316,0.3222,-0.0062,1.2599,0.0955,0.3289,0.3164,0.0246,-0.154829420885143
"champ_thunderhoof_colt@2","Thunderhoof Colt","thunder","spellblade","melee-auto-speedy","hybrid",2,2,"champion",2334,13110,5246.5,792,287,287,7078.7,0.4002,0.4146,-0.0145,2.5198,0.123,0.4034,0.4137,0.0309,-0.584144852960873
"champ_thunderhoof_colt@3","Thunderhoof Colt","thunder","spellblade","melee-auto-speedy","hybrid",2,3,"champion",2112,12246,6718,1059,234,234,6822.7,0.5486,0.5424,0.0062,10.0794,0.1108,0.5808,0.5465,0.0549,0.486557489685827
"champ_torrent_heron","Torrent Heron","rain","mage","ranged-squishy-ability","hybrid",3,1,"champion",3006,16902,6294,938,211,211,6365.3,0.3724,0.361,0.0114,1.5874,0.0702,0.3726,0.3841,0.019,0.272211797848179
"champ_torrent_heron@2","Torrent Heron","rain","mage","ranged-squishy-ability","hybrid",3,2,"champion",2700,15234,6159,935,287,287,6654.3,0.4043,0.4388,-0.0345,3.1748,0.1063,0.4078,0.4102,0.0199,-1.53484709985058
"champ_torrent_heron@3","Torrent Heron","rain","mage","ranged-squishy-ability","hybrid",3,3,"champion",2598,14376,6269,1115,138,138,6166,0.4361,0.4416,-0.0055,12.6992,0.0531,0.453,0.4416,0.0355,-0.393132327884043
"champ_umbra","Umbra, the Mountain's Shadow","cloudy","marksman","str-ranged-auto-steady-damage","damage",10,1,"champion",2064,11556,5589.5,912,162,162,6729.8,0.4837,0.4065,0.0771,8,0.0785,0.5244,0.4577,0.0667,1.08524696767926
"champ_umbra@2","Umbra, the Mountain's Shadow","cloudy","marksman","str-ranged-auto-steady-damage","damage",10,2,"champion",2148,11868,7160.5,1265,111,111,6273,0.6033,0.5723,0.031,16,0.0517,0.6443,0.5923,0.065,0.296062905125364
"champ_umbra@3","Umbra, the Mountain's Shadow","cloudy","marksman","str-ranged-auto-steady-damage","damage",10,3,"champion",2196,11970,10081.5,1878,42,42,5465.8,0.8422,0.8155,0.0267,64,0.0191,0.8842,0.7777,0.1065,0.222451376514046
"champ_veilfang_wolf","Veilfang Wolf","mist","swashbuckler","int-melee-brisk-damage","damage",8,1,"champion",2412,14004,6587,1037,231,231,6773.2,0.4704,0.4499,0.0205,5.0397,0.0958,0.4771,0.4653,0.0146,0.438873070044448
"champ_veilfang_wolf@2","Veilfang Wolf","mist","swashbuckler","int-melee-brisk-damage","damage",8,2,"champion",3006,16674,8750,1536,218,218,6638.3,0.5248,0.4606,0.0642,10.0794,0.0725,0.5288,0.5081,0.0228,1.43641946832116
"champ_veilfang_wolf@3","Veilfang Wolf","mist","swashbuckler","int-melee-brisk-damage","damage",8,3,"champion",2166,11898,9697.5,1827,30,30,5254,0.8151,0.7675,0.0475,40.3175,0.0139,0.818,0.7882,0.0661,1.05520608499803
"champ_veldt_pronghorn","Veldt Pronghorn","clear","tank","str-melee-tanky_arm-auto-brisk-utility","utility",2,1,"champion",2460,13326,5516.5,860,201,201,6638,0.414,0.407,0.0069,1.2599,0.0817,0.4174,NA,0.038,0.522764815282576
"champ_veldt_pronghorn@2","Veldt Pronghorn","clear","tank","str-melee-tanky_arm-auto-brisk-utility","utility",2,2,"champion",2076,11352,5807,920,187,187,6587.8,0.5115,0.5063,0.0052,2.5198,0.0901,0.5114,NA,0.018,0.43483273883333
"champ_veldt_pronghorn@3","Veldt Pronghorn","clear","tank","str-melee-tanky_arm-auto-brisk-utility","utility",2,3,"champion",2610,14646,7770,1139,448,448,7779.1,0.5305,0.4912,0.0393,10.0794,0.1716,0.5279,NA,0.017,2.1986467429035
"champ_voltmane_jackal","Voltmane Jackal","thunder","spellslinger","ranged-brisk-damage","damage",7,1,"champion",2556,13920,6113.5,1002,220,220,6801.3,0.4392,0.4522,-0.013,4,0.0861,0.4384,0.4203,0.0269,-0.0275529726017164
"champ_voltmane_jackal@2","Voltmane Jackal","thunder","spellslinger","ranged-brisk-damage","damage",7,2,"champion",2316,12774,6401.5,1109,139,139,6450,0.5011,0.5261,-0.0249,8,0.06,0.5291,0.48,0.0491,-0.343289629008052
"champ_voltmane_jackal@3","Voltmane Jackal","thunder","spellslinger","ranged-brisk-damage","damage",7,3,"champion",2604,14358,9065.5,1601,180,180,6442.3,0.6314,0.7087,-0.0773,32,0.0691,0.6697,0.6235,0.0658,-1.73359221688133
"champ_voltscale_mamba","Voltscale Mamba","thunder","assassin","str-melee-squishy-ability-blinding-damage","damage",3,1,"champion",1692,9318,3703.5,566,196,196,6759,0.3975,0.3857,0.0118,1.5874,0.1158,0.3983,0.4034,0.0126,0.287959587806338
"champ_voltscale_mamba@2","Voltscale Mamba","thunder","assassin","str-melee-squishy-ability-blinding-damage","damage",3,2,"champion",3084,17004,6745,1040,279,279,6801.1,0.3967,0.4323,-0.0356,3.1748,0.0905,0.406,0.4016,0.0259,-1.57815352223552
"champ_voltscale_mamba@3","Voltscale Mamba","thunder","assassin","str-melee-squishy-ability-blinding-damage","damage",3,3,"champion",2316,13068,5528.5,909,176,176,6289.1,0.4231,0.4679,-0.0448,12.6992,0.076,0.4539,0.4197,0.0494,-1.94035269127317
"champ_will_o_fawn","Will-o-Fawn","mist","mage","int-ranged-squishy-ability-damage","damage",2,1,"champion",2040,11400,4819.5,725,169,169,6664.8,0.4228,0.4095,0.0133,1.2599,0.0828,0.4416,0.4174,0.0316,0.85380322073856
"champ_will_o_fawn@2","Will-o-Fawn","mist","mage","int-ranged-squishy-ability-damage","damage",2,2,"champion",2634,15048,5918.5,843,247,247,6700.7,0.3933,0.433,-0.0397,2.5198,0.0938,0.39,0.3943,0.0189,-1.88760857444381
"champ_will_o_fawn@3","Will-o-Fawn","mist","mage","int-ranged-squishy-ability-damage","damage",2,3,"champion",2142,12096,5920.5,954,178,178,6444.2,0.4895,0.5064,-0.017,10.0794,0.0831,0.4821,0.496,0.0154,-0.713456730092117
"champ_wintermoth","Wintermoth","snow","support","int-ranged-ability-steady-utility","utility",2,1,"champion",2526,13968,5603.5,804,299,299,6883.9,0.4012,0.4016,-5e-04,1.2599,0.1184,0.3911,0.3924,0.0281,0.140001658974094
"champ_wintermoth@2","Wintermoth","snow","support","int-ranged-ability-steady-utility","utility",2,2,"champion",2562,14472,6096.5,960,170,170,6486.9,0.4213,0.4121,0.0092,2.5198,0.0664,0.4212,0.4237,0.011,0.64173174224332
"champ_wintermoth@3","Wintermoth","snow","support","int-ranged-ability-steady-utility","utility",2,3,"champion",2310,12882,5903,932,296,296,7270.7,0.4582,0.4527,0.0055,10.0794,0.1281,0.4644,0.4241,0.0573,0.450350164089079
"champ_wraithorn_stag","Wraithorn Stag","mist","bruiser","melee-tanky_hp-auto-steady-damage","damage",6,1,"champion",1932,10890,4562.5,708,196,196,6920.9,0.419,0.3895,0.0294,3.1748,0.1014,0.4201,0.427,0.0218,0.806761934368807
"champ_wraithorn_stag@2","Wraithorn Stag","mist","bruiser","melee-tanky_hp-auto-steady-damage","damage",6,2,"champion",2130,12048,5108.5,796,217,217,7006.6,0.424,0.4472,-0.0232,6.3496,0.1019,0.4412,0.4116,0.0321,-0.741985428689559
"champ_wraithorn_stag@3","Wraithorn Stag","mist","bruiser","melee-tanky_hp-auto-steady-damage","damage",6,3,"champion",1788,9846,6014.5,1045,176,176,7423.6,0.6109,0.6405,-0.0296,25.3984,0.0984,0.6261,0.5911,0.0503,-0.930426172483733
"enemy_arcanist","Arcanist","clear","mage","int-ranged-squishy-ability-steady-damage","damage",9,1,"enemy",2268,12720,5634,963,114,114,6278.9,0.4429,0.3807,0.0623,6.3496,0.0503,0.4564,NA,0.0436,1.35032979159732
"enemy_arcanist@2","Arcanist","clear","mage","int-ranged-squishy-ability-steady-damage","damage",9,2,"enemy",2214,12018,7696,1411,82,82,5875.5,0.6404,0.5497,0.0907,12.6992,0.037,0.64,NA,0.0272,1.9820350108798
"enemy_arcanist@3","Arcanist","clear","mage","int-ranged-squishy-ability-steady-damage","damage",9,3,"enemy",1956,11388,9244.5,1608,22,22,4855.8,0.8118,0.7692,0.0425,50.7968,0.0112,0.813,NA,0.0227,0.909915589421511
"enemy_archmagus_imperator","Archmagus Imperator","clear","mage","ranged-ability","hybrid",9,1,"enemy",2466,13872,6801.5,1124,188,188,6583,0.4903,0.4464,0.0439,6.3496,0.0762,0.4978,NA,0.0404,0.941055987555154
"enemy_archmagus_imperator@2","Archmagus Imperator","clear","mage","ranged-ability","hybrid",9,2,"enemy",2334,12948,5963.5,1071,140,140,6436.2,0.4606,0.4745,-0.0139,12.6992,0.06,0.4458,NA,0.0368,-0.344597592533833
"enemy_archmagus_imperator@3","Archmagus Imperator","clear","mage","ranged-ability","hybrid",9,3,"enemy",2352,13350,9976,1819,70,70,5918.2,0.7473,0.7879,-0.0406,50.7968,0.0298,0.7539,NA,0.0209,-0.938489471225458
"enemy_avalanche_engine","Avalanche Engine","snow","mage","str-ranged-squishy-ability-heavy-damage","damage",5,1,"enemy",2070,11502,4492.5,711,158,158,6355.4,0.3906,0.3975,-0.0069,2.5198,0.0763,0.4077,0.3965,0.0274,-0.262571625950035
"enemy_avalanche_engine@2","Avalanche Engine","snow","mage","str-ranged-squishy-ability-heavy-damage","damage",5,2,"enemy",1746,9408,3850.5,682,139,139,6526.8,0.4093,0.4209,-0.0116,5.0397,0.0796,0.4203,0.405,0.0233,-0.392769161650957
"enemy_avalanche_engine@3","Avalanche Engine","snow","mage","str-ranged-squishy-ability-heavy-damage","damage",5,3,"enemy",2844,15840,8924.5,1635,84,84,5891.9,0.5634,0.5413,0.0221,20.1587,0.0295,0.5733,0.535,0.0434,0.540774870927993
"enemy_battlemage","Battlemage","clear","spellslinger","int-ranged-squishy-steady-damage","damage",5,1,"enemy",2310,13218,5296.5,802,227,227,6591.4,0.4007,0.4017,-0.001,2.5198,0.0983,0.3997,NA,0.0127,-0.0991321662403675
"enemy_battlemage@2","Battlemage","clear","spellslinger","int-ranged-squishy-steady-damage","damage",5,2,"enemy",2244,12732,5042.5,801,162,162,6341.1,0.396,0.4373,-0.0413,5.0397,0.0722,0.3916,NA,0.028,-1.21550678086742
"enemy_battlemage@3","Battlemage","clear","spellslinger","int-ranged-squishy-steady-damage","damage",5,3,"enemy",3198,17436,8610.5,1514,212,212,6462.1,0.4938,0.5915,-0.0977,20.1587,0.0663,0.5005,NA,0.0181,-2.77787720927848
"enemy_blight_lurker","Blight Lurker","rain","bruiser","str-melee-tanky_hp-heavy-damage","damage",3,1,"enemy",2388,13332,4702,707,273,273,6905.7,0.3527,0.3182,0.0345,1.5874,0.1143,0.3558,0.3499,0.0101,1.18164666793187
"enemy_blight_lurker@2","Blight Lurker","rain","bruiser","str-melee-tanky_hp-heavy-damage","damage",3,2,"enemy",2316,13074,5065.5,756,239,239,7141.1,0.3874,0.3928,-0.0054,3.1748,0.1032,0.386,0.4002,0.0346,-0.389195380394503
"enemy_blight_lurker@3","Blight Lurker","rain","bruiser","str-melee-tanky_hp-heavy-damage","damage",3,3,"enemy",2598,14316,7124.5,1223,268,268,7328.7,0.4977,0.4853,0.0123,12.6992,0.1032,0.5008,0.4912,0.0534,0.307644325254037
"enemy_brineblight_berserker","Brineblight Berserker","rain","bruiser","str-melee-tanky_hp-auto-speedy-damage","damage",5,1,"enemy",3054,17208,6878,1056,305,305,6753,0.3997,0.3971,0.0026,2.5198,0.0999,0.4132,0.3858,0.0274,0.000593605785870455
"enemy_brineblight_berserker@2","Brineblight Berserker","rain","bruiser","str-melee-tanky_hp-auto-speedy-damage","damage",5,2,"enemy",2646,14310,6698.5,1088,299,299,7057.2,0.4681,0.4683,-2e-04,5.0397,0.113,0.4769,0.4585,0.0583,-0.0769708835678702
"enemy_brineblight_berserker@3","Brineblight Berserker","rain","bruiser","str-melee-tanky_hp-auto-speedy-damage","damage",5,3,"enemy",1950,11250,6491,1077,175,175,7163.7,0.577,0.5509,0.026,20.1587,0.0897,0.5853,0.5587,0.0405,0.648811123956417
"enemy_caged_banshee","Caged Banshee","mist","support","int-ranged-ability-utility","utility",5,1,"enemy",2400,12996,5234.5,810,240,240,6859.3,0.4028,0.3356,0.0671,2.5198,0.1,0.4206,0.4118,0.0381,1.78734702125597
"enemy_caged_banshee@2","Caged Banshee","mist","support","int-ranged-ability-utility","utility",5,2,"enemy",2226,12258,5856,937,201,201,6996.6,0.4777,0.4068,0.071,5.0397,0.0903,0.4824,0.4616,0.0502,1.89538327428439
"enemy_caged_banshee@3","Caged Banshee","mist","support","int-ranged-ability-utility","utility",5,3,"enemy",2190,12462,7794,1309,184,184,6974.2,0.6254,0.5734,0.052,20.1587,0.084,0.6594,0.6078,0.0515,1.36905281081258
"enemy_caged_storm_drake","Caged Storm-Drake","thunder","spellblade","ranged-speedy","hybrid",9,1,"enemy",2580,14922,6529.5,1045,189,189,6672.5,0.4376,0.4186,0.019,6.3496,0.0733,0.4566,0.4363,0.0374,0.387201763606784
"enemy_caged_storm_drake@2","Caged Storm-Drake","thunder","spellblade","ranged-speedy","hybrid",9,2,"enemy",2712,15090,7593,1250,185,185,6380.8,0.5032,0.4891,0.0141,12.6992,0.0682,0.5324,0.5066,0.0429,0.278210370139033
"enemy_caged_storm_drake@3","Caged Storm-Drake","thunder","spellblade","ranged-speedy","hybrid",9,3,"enemy",2652,14688,9765.5,1766,129,129,6412,0.6649,0.7275,-0.0627,50.7968,0.0486,0.6949,0.6879,0.0652,-1.43006289890654
"enemy_cannoneer","Cannoneer","clear","marksman","str-ranged-auto-heavy-damage","damage",8,1,"enemy",2118,12102,6477.5,993,133,133,6456.4,0.5352,0.5206,0.0147,5.0397,0.0628,0.5377,NA,0.0357,0.306475607572938
"enemy_cannoneer@2","Cannoneer","clear","marksman","str-ranged-auto-heavy-damage","damage",8,2,"enemy",2736,15480,8312.5,1420,197,197,6451.3,0.537,0.486,0.0509,10.0794,0.072,0.539,NA,0.0097,1.13281839058477
"enemy_cannoneer@3","Cannoneer","clear","marksman","str-ranged-auto-heavy-damage","damage",8,3,"enemy",2172,11796,8200,1548,96,96,5997.5,0.6952,0.7146,-0.0195,40.3175,0.0442,0.7073,NA,0.0216,-0.474212878034927
"enemy_capture_rig_wolf","Capture-Rig Wolf","thunder","swashbuckler","str-melee-auto-speedy-damage","damage",3,1,"enemy",2418,13998,5465,853,181,181,6458.1,0.3904,0.4038,-0.0134,1.5874,0.0749,0.4036,0.3821,0.0214,-0.704151179557685
"enemy_capture_rig_wolf@2","Capture-Rig Wolf","thunder","swashbuckler","str-melee-auto-speedy-damage","damage",3,2,"enemy",2472,14154,6326.5,959,239,239,6865.1,0.447,0.3981,0.0489,3.1748,0.0967,0.4455,0.4362,0.0235,1.74856710642559
"enemy_capture_rig_wolf@3","Capture-Rig Wolf","thunder","swashbuckler","str-melee-auto-speedy-damage","damage",3,3,"enemy",2208,12330,6833,1178,126,126,6249.7,0.5542,0.5299,0.0242,12.6992,0.0571,0.5861,0.5516,0.0477,0.77614107650927
"enemy_cold_iron_yeti","Cold-Iron Yeti","snow","bruiser","str-melee-tanky_hp-leaden-damage","damage",4,1,"enemy",2388,13272,5565.5,845,262,262,7002.6,0.4193,0.4132,0.0061,2,0.1097,0.4152,0.4198,0.0255,0.563961777370153
"enemy_cold_iron_yeti@2","Cold-Iron Yeti","snow","bruiser","str-melee-tanky_hp-leaden-damage","damage",4,2,"enemy",2454,13326,5554.5,930,191,191,6916.1,0.4168,0.4394,-0.0226,4,0.0778,0.4205,0.3946,0.0486,-0.287277299066088
"enemy_cold_iron_yeti@3","Cold-Iron Yeti","snow","bruiser","str-melee-tanky_hp-leaden-damage","damage",4,3,"enemy",2328,12714,7107.5,1154,322,322,7706.3,0.559,0.5422,0.0168,16,0.1383,0.5717,0.5382,0.0335,0.881322687400389
"enemy_company_captain","Company Captain","clear","support","int-ranged-ability-utility","utility",5,1,"enemy",2172,12114,5263,798,191,191,6686.3,0.4345,0.4433,-0.0088,2.5198,0.0879,0.4391,NA,0.0285,-0.315204672297216
"enemy_company_captain@2","Company Captain","clear","support","int-ranged-ability-utility","utility",5,2,"enemy",2712,15288,6153.5,930,254,254,6960.7,0.4025,0.3999,0.0026,5.0397,0.0937,0.4107,NA,0.0163,0.000593605785870455
"enemy_company_captain@3","Company Captain","clear","support","int-ranged-ability-utility","utility",5,3,"enemy",1998,11262,5685,919,196,196,7059.6,0.5048,0.5269,-0.0221,20.1587,0.0981,0.4979,NA,0.0301,-0.683635996727484
"enemy_company_guard","Company Guard","clear","tank","int-melee-tanky_hp-auto-heavy-utility","utility",4,1,"enemy",2820,15768,6449.5,929,266,266,6787.4,0.409,0.376,0.0331,2,0.0943,0.4077,NA,0.039,1.36477902697916
"enemy_company_guard@2","Company Guard","clear","tank","int-melee-tanky_hp-auto-heavy-utility","utility",4,2,"enemy",2388,13374,5917,884,227,227,6950.4,0.4424,0.4724,-0.03,4,0.0951,0.4403,NA,0.0177,-0.506760545255224
