"name","affinity","role","tier","n_ctx","tot_matches","wd_pooled","wd_sd","wd_range","noise_sd","excess_sd"
"Iron Maiden","clear","bruiser",7,54,252,0.0158746031746032,0.13628486531428,0.5,0.237795729649958,-0.101510864335678
"Veil Lord","mist","hybrid",10,54,174,-0.0977028735632184,0.205548353633392,1.3333,0.307517934294154,-0.101969580660762
"Quarried Behemoth","cloudy","bruiser",9,54,282,-0.0407882978723404,0.102730502134147,0.4583,0.205245491839122,-0.102514989704975
"Battlemage","clear","mage",5,54,174,-0.0459758620689655,0.183538583726177,0.9167,0.286357743823147,-0.10281916009697
"Veilfang Wolf","mist","assassin",8,54,270,-0.0814859259259259,0.0934106363703065,0.3857,0.197220896673828,-0.103810260303522
"Thunderclap Gorilla","thunder","warrior",8,54,312,0.073725,0.107001692788551,0.55,0.211074755121506,-0.104073062332955
"Stretcher-Hand","clear","mage",1,54,354,0.0762723163841808,0.09706815778728,0.4583,0.201395948629727,-0.104327790842447
"Company Guard","clear","bruiser",4,54,186,6.98924731182719e-06,0.172420051301858,0.7333,0.277910641763081,-0.105490590461223
"Signal Drummer","clear","mage",1,54,198,-0.0959580808080808,0.188717431628234,0.75,0.29422366602212,-0.105506234393887
"Thunder Bull","thunder","warrior",7,54,216,0.150462962962963,0.147663182547681,0.4583,0.253181585524622,-0.105518402976941
"Mirewarden Toad","rain","assassin",7,54,162,0.111111111111111,0.214267341951965,1.125,0.320750149549792,-0.106482807597827
"Veilfang Wolf","mist","assassin",8,54,258,0.00387674418604651,0.134151025336007,0.6666,0.241798569011113,-0.107647543675106
"Glacier Goliath","snow","warrior",7,54,114,0.114034210526316,0.27333814827668,1,0.381090275842948,-0.107752127566268
"Levyman","clear","warrior",1,54,252,0.140876984126984,0.1603888252464,0.625,0.268271624723104,-0.107882799476704
"Stone Warden","cloudy","bruiser",10,54,264,0.0814469696969697,0.11122698361799,0.55,0.2192072834175,-0.10798029979951
"Sergeant-at-Arms","clear","bruiser",3,54,264,0.0795477272727273,0.124267951551128,0.4667,0.232250666798833,-0.107982715247705
"Torrent Heron","rain","marksman",3,54,228,0.111842543859649,0.140987599263766,0.6167,0.24919322633478,-0.108205627071014
"Drained Stalker","mist","mage",4,54,252,-0.0496039682539683,0.128408150053359,0.6333,0.237001791730144,-0.108593641676785
"Cold-Iron Yeti","snow","warrior",4,54,126,-0.158721428571429,0.229164795007818,0.75,0.338167754430906,-0.109002959423089
"Hollow Elk","mist","assassin",4,54,234,0.0192307692307692,0.140031460727314,0.625,0.249815020322434,-0.10978355959512
"Mournhollow, the Pale Stag","mist","hybrid",10,54,126,-0.0753920634920635,0.208773579260713,0.5833,0.318636612590634,-0.109863033329921
"Glacier Goliath","snow","warrior",7,54,228,0.0153513157894737,0.137940716823996,0.4667,0.248024295329404,-0.110083578505409
"Voltaic Diviner","thunder","mage",5,54,192,-0.0598932291666667,0.190062460418689,0.9,0.300584916079925,-0.110522455661236
"Storm Eagle","thunder","mage",9,42,60,-0.05,0.31224989991992,1.25,0.422788363132194,-0.110538463212274
"Archmagus Imperator","clear","hybrid",9,54,222,0.0225157657657658,0.154814939143712,0.8333,0.26593611339003,-0.111121174246318
"Boulderhide Skink","cloudy","marksman",3,54,246,0.115852845528455,0.175934791978415,0.8333,0.287068979950215,-0.1111341879718
"Steam Knight","clear","warrior",6,54,240,-0.0895779166666667,0.14036299151602,0.6667,0.251551620192523,-0.111188628676502
"Hierarch","clear","mage",8,54,192,0.0755213541666667,0.154943978492495,0.7083,0.266509080308701,-0.111565101816205
"Grovekeeper Tapir","rain","bruiser",4,48,138,-0.0942057971014493,0.196673181702987,0.75,0.308316319631087,-0.111643137928099
"Dawnwisp","clear","mage",1,54,330,-0.0197,0.0962051520071938,0.5,0.207961570014134,-0.11175641800694
"Blight Lurker","rain","warrior",3,54,114,0.118421052631579,0.212572295018467,1,0.324865019202983,-0.112292724184516
"Thunderhide Bison","thunder","warrior",5,54,198,0.00505808080808081,0.157831491494656,0.5,0.270426193956587,-0.11259470246193
"Goldhide Rhino","clear","bruiser",7,54,324,1.63580246913562e-05,0.103245472553451,0.3096,0.215909602156975,-0.112664129603524
"Veldt Pronghorn","clear","warrior",2,54,240,-0.0583333333333333,0.130710665423888,0.5417,0.243531586986205,-0.112820921562317
"Duskstep Marten","cloudy","assassin",5,54,258,-0.0445713178294574,0.121493027326514,0.4167,0.234334459709398,-0.112841432382885
"Glacierback Mammoth","snow","bruiser",7,54,276,0.0579702898550725,0.123412190463456,0.5833,0.237145865690073,-0.113733675226617
"Umbra, the Mountain's Shadow","cloudy","hybrid",10,54,252,-0.0753960317460318,0.120364149464516,0.5,0.234143572297889,-0.113779422833373
"Hoarfrost Owl","snow","mage",4,54,180,-0.105561111111111,0.19500047532389,0.8,0.309268389527218,-0.114267914203328
"Blight Lurker","rain","warrior",3,54,204,0.0710779411764706,0.141961233847023,0.5333,0.256742290814134,-0.114781056967111
"Pebbleback Pangolin","cloudy","warrior",1,54,90,-0.100005555555556,0.300771846850773,1.5,0.415690715442583,-0.114918868591811
"Capture-Rig Wolf","thunder","warrior",3,54,240,0.035415,0.127663077179739,0.75,0.24292389707021,-0.115260819890471
"Stretcher-Hand","clear","mage",1,54,228,0.0285065789473684,0.131515373328101,0.675,0.247070872666873,-0.115555499338773
"Drained Stalker","mist","mage",4,54,246,-0.0792747967479675,0.126454915384728,0.425,0.242572071783602,-0.116117156398874
"Shroud-Killer","mist","warrior",7,54,234,0.00214017094017094,0.159999486676436,0.8333,0.276382873374313,-0.116383386697877
"Quarried Behemoth","cloudy","bruiser",9,54,306,-0.014702614379085,0.108546916724612,0.5,0.225469724047086,-0.116922807322474
"Aurion, the First Dawn","clear","hybrid",10,48,84,0,0.261634059236142,1,0.378807204207079,-0.117173144970937
"Aerion, the Skybreaker","thunder","hybrid",10,36,48,-0.15625,0.214239206262533,1,0.331456303681194,-0.117217097418662
"Lostlight Wisp","mist","mage",1,54,270,0.0388925925925926,0.0942819967336993,0.4167,0.211858258054191,-0.117576261320492
"Hollow Elk","mist","assassin",4,54,294,0.0442204081632653,0.0938228080553872,0.3429,0.211677653002764,-0.117854844947377
"Glacierback Mammoth","snow","bruiser",7,54,282,-0.0283716312056738,0.113263351459614,0.4667,0.23173758112107,-0.118474229661456
"Cannoneer","clear","marksman",8,54,180,0.0777805555555556,0.139500431738568,0.6,0.258642162405265,-0.119141730666697
"Mirage Caracal","clear","assassin",8,54,222,-0.00675540540540541,0.158090172816187,1,0.277575746441367,-0.11948557362518
"Torrent Heron","rain","marksman",3,54,330,-0.0742375757575758,0.08492761827367,0.3625,0.205406031187933,-0.120478412914263
"Marshghast Boar","mist","bruiser",7,54,216,-0.00462314814814815,0.151193117314984,0.5833,0.272358683770251,-0.121165566455267
"Lord Commander","clear","warrior",7,54,258,-0.143415891472868,0.112804969666986,0.625,0.234258127670042,-0.121453158003056
"Riven Frost-Wyrm","snow","hybrid",9,54,216,-0.206018518518519,0.131668001503886,0.5,0.253504810746833,-0.121836809242947
"Aurion, the First Dawn","clear","hybrid",10,54,210,0.0880895238095238,0.14356376145997,0.5833,0.265918884825853,-0.122355123365883
"Hierarch","clear","mage",8,54,240,-0.233336666666667,0.108481731513754,0.4286,0.230915515826927,-0.122433784313173
"Field Medic","clear","mage",2,54,222,0.0698198198198198,0.105611890898074,0.5417,0.228449364868108,-0.122837473970034
"Quarry Crawler","cloudy","warrior",3,54,198,-0.00252323232323232,0.160467111913045,0.5833,0.283346269139203,-0.122879157226158
"Nerei, the Floodmother","rain","hybrid",10,54,72,0,0.333333333333333,2,0.456435464587638,-0.123102131254305
"Marshghast Boar","mist","bruiser",7,48,126,0.154766666666667,0.198849012673611,1,0.322657043961174,-0.123808031287563
"Spymaster","clear","assassin",8,48,204,-0.149502941176471,0.137786000922347,0.875,0.261694689346961,-0.123908688424614
"Iron-Collared Hound","snow","warrior",3,54,156,0.134612179487179,0.18536712648803,0.75,0.309340369281263,-0.123973242793233
"Sparkfly","thunder","mage",1,54,306,2.61437908496703e-06,0.0823631695147256,0.3667,0.206522817726789,-0.124159648212063
"Iron Maiden","clear","bruiser",7,54,282,-0.00354751773049645,0.119707142692359,0.4167,0.244513668008807,-0.124806525316448
"Reedbank Otter","rain","warrior",2,54,186,0.0134376344086022,0.147714621631937,0.7083,0.273381994749074,-0.125667373117137
"Thunderhoof Colt","thunder","warrior",2,54,210,-0.0214271428571429,0.169082739611984,0.875,0.295922901293975,-0.126840161681991
"Borealis, the Pale Aurora","snow","hybrid",10,54,246,-0.0101654471544715,0.110892157681998,0.5333,0.238154932182265,-0.127262774500267
"Springfrog","rain","mage",1,54,180,0.0527722222222222,0.158457554097674,0.6667,0.286042832377125,-0.127585278279451
"Pikeman","clear","warrior",2,54,156,0.118586538461538,0.164526159983107,0.6667,0.292802339761151,-0.128276179778044
"Inquisitor","clear","hybrid",6,54,300,-0.146665333333333,0.0793731062654236,0.5,0.208555806038746,-0.129182699773323
"Pebbleback Pangolin","cloudy","warrior",1,54,180,0.0555527777777778,0.156244111508795,0.75,0.28618861154726,-0.129944500038465
"Cliffeyrie Eagle","cloudy","marksman",9,54,66,-0.21969696969697,0.306233074718299,1,0.436277114504934,-0.130044039786635
"Brineblight Berserker","rain","warrior",5,54,246,0.0101670731707317,0.125225538696546,0.5357,0.255584816541705,-0.130359277845158
"Caged Storm-Drake","thunder","hybrid",9,54,288,-0.0503447916666667,0.104325715446523,0.4167,0.235385953950136,-0.131060238503614
"Caged Banshee","mist","mage",5,54,114,-0.0131578947368421,0.143736575510298,1,0.275042317458125,-0.131305741947828
"Sundered Lord","mist","hybrid",9,54,204,0.144605882352941,0.145332349895618,0.5833,0.277507710992316,-0.132175361096698
"Quarry Crawler","cloudy","warrior",3,54,252,0.0138944444444444,0.0983888074399383,0.3334,0.23097692563075,-0.132588118190812
"Spectral Heron","mist","mage",9,54,222,0.0315351351351351,0.120377201194097,0.8333,0.253306411004734,-0.132929209810637
"Crossbow Levy","clear","marksman",2,54,144,0.05208125,0.19809403665121,0.8333,0.33113988597467,-0.13304584932346
"Field Chaplain","clear","mage",3,54,270,0.0259285185185185,0.0920027304427229,0.4167,0.225666832612701,-0.133664102169978
"Hollowed Wisp","mist","assassin",3,54,150,-0.036672,0.168466444183998,0.5833,0.302329542485116,-0.133863098301118
"Mirage Caracal","clear","assassin",8,48,150,-0.00333333333333333,0.163265291950113,0.75,0.297235443206286,-0.133970151256173
"Heavy Knight","clear","warrior",4,54,282,-0.0301397163120567,0.0846677774368132,0.375,0.218744109691481,-0.134076332254668
"Tempest Eel","thunder","mage",6,48,78,-0.0833333333333333,0.294627825494395,1.125,0.431317557286435,-0.13668973179204
"Aerion, the Skybreaker","thunder","hybrid",10,54,216,-0.0416648148148148,0.122114852066962,0.625,0.259885445471839,-0.137770593404877
"Aerion, the Skybreaker","thunder","hybrid",10,54,252,0.0813623015873016,0.100820794022866,0.3333,0.238735396730845,-0.137914602707979
"Frostquill Porcupine","snow","marksman",9,54,186,-0.00806451612903226,0.158616948575187,0.65,0.296780746611338,-0.138163798036151
"Dredge-Hulk","rain","bruiser",7,54,222,0.0765842342342342,0.145623997113197,0.75,0.2853930355524,-0.139769038439203
"Goldcrest Lark","clear","mage",4,54,144,-0.00347222222222222,0.208581473371799,1,0.349193670260698,-0.140612196888899
"Riflemaster","clear","marksman",6,54,336,0.0744116071428571,0.0670833939233417,0.25,0.209274719999731,-0.142191326076389
"Hierarch","clear","mage",8,42,96,-0.0312520833333333,0.208062429522951,0.6666,0.351476698069911,-0.14341426854696
"Inquisitor","clear","hybrid",6,54,156,0.00641089743589744,0.162060487114565,0.6666,0.306475285433646,-0.144414798319081
"Picket","clear","marksman",1,54,210,0.0333352380952381,0.123703014153486,0.45,0.269210288603944,-0.145507274450458
"Standard Bearer","clear","mage",3,54,156,-0.150649358974359,0.154646224263886,0.5,0.300965896056966,-0.146319671793079
"Powder Sapper","clear","marksman",2,54,240,-0.0624970833333333,0.0938392332653373,0.4167,0.243126583725628,-0.14928735046029
"Permafrost Walrus","snow","marksman",3,54,216,0.122681018518519,0.135497998348204,0.6667,0.284891983946582,-0.149393985598378
"Coppercrest Stork","thunder","mage",4,54,216,0.0694481481481481,0.13051871121817,0.75,0.2803798632013,-0.14986115198313
"Capture-Rig Wolf","thunder","warrior",3,54,204,0.107843137254902,0.145670615222073,0.625,0.29575972295717,-0.150089107735097
"Riptide Caiman","rain","warrior",9,54,138,-0.025363768115942,0.196488283731556,0.875,0.348608257778042,-0.152119974046486
"Reaver of the Reach","cloudy","hybrid",7,48,114,-0.0789508771929825,0.1281746753907,0.5,0.281203840946611,-0.153029165555912
"Powder Sapper","clear","marksman",2,54,180,0.0555522222222222,0.136811125463601,0.4583,0.290709504645654,-0.153898379182052
"Aegis Tortoise","clear","warrior",5,54,234,0.0320461538461538,0.127869219071917,0.75,0.282254831011318,-0.154385611939402
"Frost Sovereign","snow","hybrid",10,54,150,0.0466733333333333,0.11686573587764,0.5,0.274596894222731,-0.157731158345091
"Quarried Behemoth","cloudy","bruiser",9,54,192,0.0442708333333333,0.111193759114315,0.5,0.269539828518997,-0.158346069404683
"Dawnwisp","clear","mage",1,54,138,0.0217340579710145,0.194226069720043,0.75,0.352649606825167,-0.158423537105123
"Nerei, the Floodmother","rain","hybrid",10,54,168,0.0208255952380952,0.133873256512156,0.4167,0.292402648697204,-0.158529392185048
"Levyman","clear","warrior",1,54,180,0.0138888888888889,0.150744039457946,1,0.309663879241664,-0.158919839783718
"Goldhide Rhino","clear","bruiser",7,54,210,-0.10476380952381,0.125662453477795,0.75,0.285125764244192,-0.159463310766397
"Will-o-Fawn","mist","mage",2,54,138,-0.0543492753623188,0.176963168708025,1,0.336559887218116,-0.159596718510091
"Duskstep Marten","cloudy","assassin",5,54,288,0.102411805555556,0.0621342537223137,0.3333,0.22185851068147,-0.159724256959156
"Mirage Caracal","clear","assassin",8,54,150,0.006668,0.147985675577064,0.5833,0.310025840420153,-0.162040164843089
"Shroud-Killer","mist","warrior",7,48,120,0.0708466666666667,0.207126974717335,0.75,0.37026944369734,-0.163142468980005
"Tempest Eel","thunder","mage",6,54,234,-0.0512901709401709,0.109641007195963,0.3333,0.277054701035364,-0.167413693839402
"Flood Tyrant","rain","hybrid",10,48,102,0.259803921568627,0.181631930077938,1,0.351550540810019,-0.16991861073208
"Glade Heron","rain","mage",8,54,180,-0.0166677777777778,0.105191008094564,0.5,0.280656434314243,-0.175465426219679
"Marsh Thrush","rain","mage",6,48,66,-0.113636363636364,0.272411433278261,0.75,0.450228075810398,-0.177816642532138
"Frostplate Tortoise","snow","warrior",5,48,84,-0.0357142857142857,0.208248281958761,0.75,0.386102648400708,-0.177854366441947
"Veldt Pronghorn","clear","warrior",2,54,114,0.087719298245614,0.18332632532564,0.6667,0.367383048402019,-0.18405672307638
"Stone Warden","cloudy","bruiser",10,54,240,0.07708,0.0955953743650811,0.6667,0.280830400193003,-0.185235025827922
"Shaftmaw","cloudy","assassin",5,42,72,-0.180547222222222,0.217389641844254,0.75,0.407543171914817,-0.190153530070563
"Torrent Heron","rain","marksman",3,54,174,0.0718413793103448,0.108156461327251,0.55,0.299431066199668,-0.191274604872417
"Eclipse Jaguar","cloudy","hybrid",7,54,192,0.0260427083333333,0.0769372914900934,0.45,0.269533034413779,-0.192595742923686
"Frostfang Wolverine","snow","warrior",8,42,78,-0.115383333333333,0.151692511534207,0.5,0.348990695425377,-0.197298183891169
"Sunmane Lion","clear","warrior",6,54,120,0.0125041666666667,0.151098869064725,1,0.349494654455163,-0.198395785390438
"Avalanche Engine","snow","marksman",5,42,90,-0.133333333333333,0.20138409955991,0.75,0.4,-0.19861590044009
"Wraithorn Stag","mist","warrior",6,54,126,0.119045238095238,0.170539694028191,0.6667,0.373100996686413,-0.202561302658222
"Frostquill Porcupine","snow","marksman",9,36,60,-0.0166666666666667,0.198256287556172,0.75,0.408021422821745,-0.209765135265573
"Mirewarden Toad","rain","assassin",7,54,84,0.0892857142857143,0.166560340233729,0.75,0.376343963564669,-0.20978362333094
"Field Medic","clear","mage",2,54,198,-0.0201939393939394,0.0943074162043889,0.5,0.311594020339188,-0.217286604134799
"Lord Commander","clear","warrior",7,54,132,0.0946939393939394,0.133649161793546,0.5417,0.351353977782602,-0.217704815989055
"Pebbleback Pangolin","cloudy","warrior",1,48,114,-0.0438640350877193,0.12052363539564,0.5,0.344424989242155,-0.223901353846515
"Inquisitor","clear","hybrid",6,42,90,0.0222211111111111,0.150514918783964,0.75,0.375623643658763,-0.225108724874799
"Veldt Pronghorn","clear","warrior",2,54,132,0.0795454545454545,0.128061678063462,0.5,0.374558777773724,-0.246497099710262
"Archmagus Imperator","clear","hybrid",9,54,96,-0.062496875,0.158655511547507,1,0.424279750354814,-0.265624238807308
"Arcanist","clear","mage",9,54,96,-0.0208333333333333,0.0465847495312456,0.125,0.338430359194756,-0.29184560966351
"Borealis, the Pale Aurora","snow","hybrid",10,54,72,-0.0902777777777778,0.120080669901323,0.25,0.432520531042935,-0.312439861141612
