"piece_id","name","affinity","role","tier","level","win_rate","wr_delta"
"champ_eclipse_jaguar@2","Eclipse Jaguar","cloudy","hybrid",7,2,0.504301666666667,0.03648
"enemy_storm_tyrant@2","Storm Tyrant","thunder","hybrid",10,2,0.618281666666667,0.0365766666666667
"champ_grovekeeper_tapir@2","Grovekeeper Tapir","rain","bruiser",4,2,0.470168333333333,0.037305
"champ_frostfang_wolverine@2","Frostfang Wolverine","snow","warrior",8,2,0.549301666666667,0.037885
"champ_wraithorn_stag@2","Wraithorn Stag","mist","warrior",6,2,0.480888333333333,0.0381483333333333
"enemy_grand_marshal@3","Grand Marshal","clear","warrior",10,3,0.90251,0.0384133333333333
"champ_frostplate_tortoise","Frostplate Tortoise","snow","warrior",5,1,0.393536666666667,0.0387016666666667
"champ_borealis","Borealis, the Pale Aurora","snow","hybrid",10,1,0.519896666666667,0.0387283333333333
"champ_permafrost_walrus@2","Permafrost Walrus","snow","marksman",3,2,0.413866666666667,0.0389983333333333
"enemy_conscript@3","Conscript","clear","warrior",1,3,0.54089,0.0391333333333333
"enemy_blight_lurker@2","Blight Lurker","rain","warrior",3,2,0.429758333333333,0.0395366666666667
"enemy_lord_commander@2","Lord Commander","clear","warrior",7,2,0.547535,0.0398833333333333
"enemy_slag_sentinel","Slag Sentinel","cloudy","warrior",4,1,0.409246666666667,0.0408983333333333
"champ_wraithorn_stag","Wraithorn Stag","mist","warrior",6,1,0.408171666666667,0.0415916666666667
"enemy_storm_tyrant","Storm Tyrant","thunder","hybrid",10,1,0.524155,0.0416233333333333
"enemy_blight_lurker","Blight Lurker","rain","warrior",3,1,0.33641,0.041735
"enemy_arcanist@2","Arcanist","clear","mage",9,2,0.601108333333333,0.0422366666666667
"champ_snowpelt_cub@2","Snowpelt Cub","snow","warrior",1,2,0.394908333333333,0.0422783333333333
"enemy_riflemaster","Riflemaster","clear","marksman",6,1,0.4548,0.042785
"champ_eclipse_jaguar","Eclipse Jaguar","cloudy","hybrid",7,1,0.424493333333333,0.0430383333333333
"enemy_cold_iron_yeti@2","Cold-Iron Yeti","snow","warrior",4,2,0.475631666666667,0.0433433333333333
"enemy_steam_knight","Steam Knight","clear","warrior",6,1,0.390935,0.04374
"champ_goldhide_rhino","Goldhide Rhino","clear","bruiser",7,1,0.455026666666667,0.0451783333333333
"champ_veilfang_wolf@2","Veilfang Wolf","mist","assassin",8,2,0.533093333333333,0.045185
"champ_wraithorn_stag@3","Wraithorn Stag","mist","warrior",6,3,0.702105,0.04527
"champ_torrent_heron@3","Torrent Heron","rain","marksman",3,3,0.537996666666667,0.0463566666666667
"enemy_cannoneer@2","Cannoneer","clear","marksman",8,2,0.54598,0.04675
"enemy_levyman@2","Levyman","clear","warrior",1,2,0.394831666666667,0.0476466666666667
"enemy_iron_maiden@2","Iron Maiden","clear","bruiser",7,2,0.519846666666667,0.0482966666666667
"champ_thunderhoof_colt@3","Thunderhoof Colt","thunder","warrior",2,3,0.568731666666667,0.0484266666666667
"champ_marshghast_boar","Marshghast Boar","mist","bruiser",7,1,0.46525,0.049315
"enemy_levyman","Levyman","clear","warrior",1,1,0.407608333333333,0.0504383333333333
"champ_lostlight_wisp","Lostlight Wisp","mist","mage",1,1,0.420525,0.052695
"champ_grovekeeper_tapir@3","Grovekeeper Tapir","rain","bruiser",4,3,0.601403333333333,0.0542866666666667
"enemy_glacier_goliath@2","Glacier Goliath","snow","warrior",7,2,0.522046666666667,0.054965
"champ_veldt_pronghorn@3","Veldt Pronghorn","clear","warrior",2,3,0.573876666666667,0.0551666666666667
"champ_coral_colossus","Coral Colossus","rain","warrior",5,1,0.41486,0.0553866666666667
"champ_sunspear_falcon@2","Sunspear Falcon","clear","marksman",9,2,0.60274,0.055545
"enemy_thunder_bull@3","Thunder Bull","thunder","warrior",7,3,0.74992,0.055665
"enemy_capture_rig_wolf@3","Capture-Rig Wolf","thunder","warrior",3,3,0.625658333333333,0.0559966666666667
"enemy_arcanist","Arcanist","clear","mage",9,1,0.445518333333333,0.0579716666666667
"champ_cliffeyrie_eagle","Cliffeyrie Eagle","cloudy","marksman",9,1,0.524461666666667,0.0580616666666667
"enemy_crossbow_levy@2","Crossbow Levy","clear","marksman",2,2,0.41201,0.0583633333333333
"enemy_quarried_behemoth@2","Quarried Behemoth","cloudy","bruiser",9,2,0.631871666666667,0.0589383333333333
"champ_lostlight_wisp@3","Lostlight Wisp","mist","mage",1,3,0.5531,0.0592883333333333
"champ_coral_colossus@3","Coral Colossus","rain","warrior",5,3,0.633781666666667,0.059685
"champ_lostlight_wisp@2","Lostlight Wisp","mist","mage",1,2,0.427698333333333,0.0608166666666667
"enemy_thunder_bull@2","Thunder Bull","thunder","warrior",7,2,0.571048333333333,0.0609616666666667
"enemy_heavy_knight@2","Heavy Knight","clear","warrior",4,2,0.428135,0.0620916666666667
"champ_frostquill_porcupine@2","Frostquill Porcupine","snow","marksman",9,2,0.583246666666667,0.0623233333333333
"champ_snowpelt_cub@3","Snowpelt Cub","snow","warrior",1,3,0.5485,0.0625883333333333
"champ_sunspear_falcon","Sunspear Falcon","clear","marksman",9,1,0.518938333333333,0.062925
"champ_aurion","Aurion, the First Dawn","clear","hybrid",10,1,0.49262,0.0639533333333333
"champ_ember_salamander@2","Ember Salamander","clear","mage",3,2,0.433391666666667,0.0650233333333333
"champ_frostquill_porcupine","Frostquill Porcupine","snow","marksman",9,1,0.527721666666667,0.065025
"champ_thunderclap_gorilla@3","Thunderclap Gorilla","thunder","warrior",8,3,0.850421666666667,0.0655683333333333
"champ_thunderclap_gorilla@2","Thunderclap Gorilla","thunder","warrior",8,2,0.567348333333333,0.066965
"enemy_riflemaster@2","Riflemaster","clear","marksman",6,2,0.516513333333333,0.067205
"enemy_quarried_behemoth","Quarried Behemoth","cloudy","bruiser",9,1,0.541951666666667,0.0682366666666667
"enemy_quarry_crawler@3","Quarry Crawler","cloudy","warrior",3,3,0.584816666666667,0.0700316666666667
"enemy_brineblight_berserker@3","Brineblight Berserker","rain","warrior",5,3,0.67416,0.0703283333333333
"champ_springfrog","Springfrog","rain","mage",1,1,0.411515,0.0721
"enemy_steam_knight@2","Steam Knight","clear","warrior",6,2,0.48884,0.0727816666666667
"champ_glacierback_mammoth@2","Glacierback Mammoth","snow","bruiser",7,2,0.559273333333333,0.073205
"champ_glacierback_mammoth","Glacierback Mammoth","snow","bruiser",7,1,0.494231666666667,0.074435
"enemy_iron_collared_hound@3","Iron-Collared Hound","snow","warrior",3,3,0.572866666666667,0.0754633333333333
"enemy_blight_lurker@3","Blight Lurker","rain","warrior",3,3,0.595908333333333,0.0770733333333333
"enemy_steam_knight@3","Steam Knight","clear","warrior",6,3,0.716606666666667,0.0772066666666667
"enemy_grand_marshal@2","Grand Marshal","clear","warrior",10,2,0.66908,0.0773316666666667
"enemy_cold_iron_yeti@3","Cold-Iron Yeti","snow","warrior",4,3,0.658231666666667,0.077835
"champ_sunmane_lion@3","Sunmane Lion","clear","warrior",6,3,0.704281666666667,0.0781616666666667
"enemy_stone_warden@2","Stone Warden","cloudy","bruiser",10,2,0.626231666666667,0.08367
"champ_springfrog@2","Springfrog","rain","mage",1,2,0.454706666666667,0.09025
"champ_springfrog@3","Springfrog","rain","mage",1,3,0.600958333333333,0.094365
"enemy_grand_marshal","Grand Marshal","clear","warrior",10,1,0.573601666666667,0.096565
"enemy_lord_commander@3","Lord Commander","clear","warrior",7,3,0.762206666666667,0.09834
"enemy_stone_warden","Stone Warden","cloudy","bruiser",10,1,0.577458333333333,0.102858333333333
"champ_coral_colossus@2","Coral Colossus","rain","warrior",5,2,0.482761666666667,0.10607
