"name","affinity","role","tier","n_ctx","tot_matches","wd_pooled","wd_sd","wd_range","noise_sd","excess_sd"
"Eclipse Jaguar","cloudy","spellblade",7,54,2208,-0.0092758152173913,0.0478794053698931,0.2279,0.0742787475465633,-0.0263993421766702
"Voltaic Diviner","thunder","marksman",5,54,2856,-0.0104983893557423,0.0425168259351742,0.216,0.0689729900109527,-0.0264561640757784
"Sundered Lord","mist","spellblade",9,54,2286,0.0258062117235346,0.0527803303182265,0.2382,0.07927431914184,-0.0264939888236135
"Thunderhide Bison","thunder","bruiser",5,54,2328,-0.0141825171821306,0.0497477614307934,0.1981,0.0762770498744802,-0.0265292884436868
"Frostquill Porcupine","snow","marksman",9,54,2712,0.0446132005899705,0.045678791187897,0.2002,0.0723215497883697,-0.0266427586004728
"Company Captain","clear","support",5,54,2712,-0.00848196902654867,0.0428172141841189,0.1772,0.0695879120292143,-0.0267706978450953
"Mirewarden Toad","rain","tank",7,54,2196,-0.0138897540983607,0.051031386193269,0.2104,0.0778054813575737,-0.0267740951643048
"Arcanist","clear","mage",9,54,2214,0.0975617434507678,0.0493128481862253,0.2037,0.0762629961219378,-0.0269501479357125
"Field Medic","clear","support",2,54,2496,-0.0114177884615385,0.0466685312278849,0.1768,0.0736586075357918,-0.0269900763079069
"Voltscale Mamba","thunder","assassin",3,54,2316,-0.0487880829015544,0.0494826988269502,0.2138,0.076595268467003,-0.0271125696400529
"Blight Lurker","rain","bruiser",3,54,2388,0.034123743718593,0.0457834977901882,0.1958,0.0729866104293633,-0.0272031126391751
"Storm Eagle","thunder","spellslinger",9,54,2244,-0.00423511586452763,0.0508074858727383,0.1974,0.0782254369710803,-0.0274179510983421
"Spectral Heron","mist","marksman",9,54,2070,-5.3140096618357e-06,0.0538701213267735,0.2209,0.0813072879020069,-0.0274371665752334
"Aerion, the Skybreaker","thunder","spellblade",10,54,2388,0.0236533500837521,0.0484587329106901,0.1981,0.0762134126893209,-0.0277546797786307
"Veil Lord","mist","spellblade",10,54,1968,0.0203303861788618,0.0558997564920199,0.2903,0.0836957304579043,-0.0277959739658844
"Steam Knight","clear","tank",6,54,2430,0.0160440329218107,0.0466828191996467,0.2071,0.0745373796159143,-0.0278545604162677
"Standard Bearer","clear","support",3,54,2280,-0.00658127192982456,0.0481582909474442,0.1855,0.0760315304123571,-0.0278732394649129
"Torrent Heron","rain","mage",3,54,3006,0.0128058882235529,0.0366246373425304,0.1978,0.0645777073948931,-0.0279530700523627
"Fogveil Moth","mist","support",5,54,2460,0.00182939024390244,0.0481961025694011,0.2182,0.0762971580679906,-0.0281010554985895
"Brineblight Berserker","rain","bruiser",5,54,1950,0.0156385641025641,0.0538119053645552,0.2478,0.0821482860531829,-0.0283363806886277
"Borealis, the Pale Aurora","snow","mage",10,54,2286,0.066055905511811,0.0483348598513378,0.268,0.0767587830350362,-0.0284239231836984
"Caged Banshee","mist","support",5,54,2226,0.0698557053009883,0.05095446663057,0.2309,0.0794143196768796,-0.0284598530463096
"Company Captain","clear","support",5,54,2172,-0.0140351749539595,0.0505293838653231,0.1884,0.0789937789613936,-0.0284643950960706
"Pikeman","clear","tank",2,54,2406,0.00768740648379052,0.0486168453423904,0.2748,0.0771814394686791,-0.0285645941262887
"Iron-Collared Hound","snow","swashbuckler",3,54,1908,-0.0172969077568134,0.0546246675399972,0.2378,0.083318291077497,-0.0286936235374998
"Cold-Iron Yeti","snow","bruiser",4,54,2328,0.0171774054982818,0.0486071785402084,0.2296,0.0773353788576706,-0.0287282003174622
"Coral Colossus","rain","tank",5,54,2676,0.0317661434977579,0.0411628913227456,0.1799,0.0698923152633378,-0.0287294239405921
"Heavy Knight","clear","tank",4,54,2130,0.0338005633802817,0.0494363232453692,0.219,0.0781952360779752,-0.028758912832606
"Shaftmaw","cloudy","assassin",5,54,2364,0.0165010575296108,0.049254404096575,0.1875,0.0780646418899256,-0.0288102377933506
"Spymaster","clear","assassin",8,54,2760,0.0445620289855072,0.0415016784217849,0.1699,0.070369873342594,-0.0288681949208091
"Storm Tyrant","thunder","spellblade",10,54,2202,0.00272543142597638,0.0508407363283498,0.2147,0.0797719709542609,-0.0289312346259111
"Pebbleback Pangolin","cloudy","tank",1,54,1836,-0.00136116557734205,0.0574807950361495,0.2834,0.0866025757797202,-0.0291217807435707
"Dawnwisp","clear","support",1,54,2532,0.0586451816745656,0.044566072818367,0.1875,0.0737865923819766,-0.0292205195636097
"Quarried Behemoth","cloudy","bruiser",9,54,2598,-0.025985103926097,0.0437906190786624,0.1797,0.0730282695621714,-0.0292376504835091
"Reaver of the Reach","cloudy","spellslinger",7,54,2304,-0.011285546875,0.0479465309503167,0.1825,0.0772226760426039,-0.0292761450922872
"Field Medic","clear","support",2,54,1770,0.00508237288135593,0.0563742720400162,0.2596,0.0856703273844244,-0.0292960553444082
"Capture-Rig Wolf","thunder","swashbuckler",3,54,2418,-0.00930736145574855,0.0439405870444658,0.2186,0.0734389513897446,-0.0294983643452787
"Steam Knight","clear","tank",6,54,1980,0.0189442424242424,0.0550975056923359,0.2267,0.0847139290482129,-0.029616423355877
"Goldhide Rhino","clear","tank",7,54,2718,-0.0391822295805739,0.0380617122712401,0.1373,0.0678080073230812,-0.0297462950518411
"Dusk Bat","cloudy","support",2,54,1890,-0.0119059259259259,0.0556512907841463,0.2495,0.0855164186157536,-0.0298651278316074
"Inquisitor","clear","tank",6,54,2388,-0.00293170016750419,0.0458790139814502,0.2083,0.0757817395662525,-0.0299027255848023
"Permafrost Walrus","snow","mage",3,54,2328,0.0408061855670103,0.0456636132134153,0.202,0.0755677957482768,-0.0299041825348615
"Sunmane Lion","clear","bruiser",6,54,2496,-0.0270431891025641,0.0431228071916247,0.1848,0.0731152465949568,-0.0299924394033321
"Marsh Thrush","rain","support",6,54,2706,0.0125716925351072,0.041201885696412,0.2085,0.0713645900714267,-0.0301627043750147
"Reaver of the Reach","cloudy","spellslinger",7,54,2646,0.0132239229024943,0.0419656823393857,0.1844,0.0722575887879993,-0.0302919064486135
"Hollow Elk","mist","tank",4,54,2196,0.00637194899817851,0.050158059334845,0.2321,0.0805032090196346,-0.0303451496847896
"Capture-Rig Wolf","thunder","swashbuckler",3,54,2472,0.0406524676375405,0.0434017278196333,0.1819,0.07381231366189,-0.0304105858422567
"Snowpelt Cub","snow","tank",1,54,2628,-0.00988713850837139,0.0414732350529113,0.1577,0.0718914259130135,-0.0304181908601023
"Torrent Heron","rain","mage",3,54,2700,-0.033887,0.0395197571484704,0.1641,0.0699500921885064,-0.0304303350400361
"Thunderhide Bison","thunder","bruiser",5,54,2556,-0.0160387323943662,0.0427918163708311,0.1843,0.0732387784066637,-0.0304469620358326
"Spectral Heron","mist","marksman",9,54,2910,-0.00446460481099656,0.0378949515370002,0.157,0.0683530310032023,-0.0304580794662021
"Springfrog","rain","support",1,54,1722,0.14343606271777,0.0548804326480185,0.2917,0.0856015098780055,-0.030721077229987
"Brineblight Berserker","rain","bruiser",5,54,3054,-0.00310599214145383,0.0347376595396033,0.1722,0.0656883121332243,-0.030950652593621
"Sparkfly","thunder","support",1,54,2226,0.0105539083557951,0.0469566278773938,0.1932,0.0779438677208758,-0.030987239843482
"Tempest Eel","thunder","spellslinger",6,54,2790,0.00878505376344086,0.0390119840366241,0.1767,0.0700147941386096,-0.0310028101019855
"Maw of the Drowned","rain","tank",9,54,1932,-0.138709316770186,0.0473937129050747,0.1763,0.0784545875806888,-0.0310608746756141
"Mirage Caracal","clear","assassin",8,54,2508,0.00857958532695375,0.0437994323824068,0.2115,0.0749100726267075,-0.0311106402443007
"Marsh Thrush","rain","support",6,54,2328,0.00429583333333333,0.0452005543749233,0.1915,0.0764100295151346,-0.0312094751402113
"Cannoneer","clear","marksman",8,54,2172,-0.0220934622467772,0.0405461954168655,0.173,0.0719452795863019,-0.0313990841694364
"Grovekeeper Tapir","rain","tank",4,54,2658,-0.0257627539503386,0.042789607838728,0.1968,0.0741984162308259,-0.031408808392098
"Caged Storm-Drake","thunder","spellblade",9,54,2712,0.0060804203539823,0.0403346357742157,0.1946,0.0717655942631691,-0.0314309584889534
"Stretcher-Hand","clear","support",1,54,2070,-0.0263235748792271,0.0448978178006335,0.1589,0.0763394820074217,-0.0314416642067882
"Shaftmaw","cloudy","assassin",5,54,2286,0.0343342957130359,0.042545340495844,0.2199,0.0740152742660017,-0.0314699337701577
"Maw of the Drowned","rain","tank",9,54,2520,-0.00277785714285714,0.0424693264866958,0.1793,0.0739418074232644,-0.0314724809365686
"Dredge-Hulk","rain","bruiser",7,54,2238,0.024577345844504,0.0474869323139248,0.25,0.0790092281080572,-0.0315222957941325
"Lord Commander","clear","tank",7,54,2178,0.00252741046831956,0.0480079213390091,0.2476,0.0796313611441289,-0.0316234398051198
"Arcanist","clear","mage",9,54,1956,0.0424378834355828,0.0311737985686224,0.1407,0.063078882645413,-0.0319050840767906
"Stormhawk","thunder","spellslinger",4,54,2190,-0.0230593607305936,0.0496299283837097,0.2018,0.0815404144551864,-0.0319104860714767
"Mirewarden Toad","rain","tank",7,54,2202,-0.015211217075386,0.045385272376124,0.1804,0.0774033857591057,-0.0320181133829817
"Pebbleback Pangolin","cloudy","tank",1,54,2772,-0.0238089826839827,0.038914174101565,0.241,0.0709420286040244,-0.0320278545024593
"Frostfang Wolverine","snow","swashbuckler",8,54,2466,0.0089212895377129,0.0430473893993993,0.1658,0.0752333960291449,-0.0321860066297456
"Slag Sentinel","cloudy","tank",4,54,2256,-0.00909778368794326,0.0458421964137662,0.2019,0.0780785556805304,-0.0322363592667642
"Cliffeyrie Eagle","cloudy","spellslinger",9,54,2262,-0.00706954022988506,0.0447671857022946,0.2297,0.07703132740029,-0.0322641416979954
"Nerei, the Floodmother","rain","mage",10,54,1560,0.0791700641025641,0.0583996856989786,0.2902,0.0906915521955037,-0.0322918664965251
"Coppercrest Stork","thunder","support",4,54,2154,-0.0357451253481894,0.0466035559483072,0.204,0.0789645288884506,-0.0323609729401434
"Wraithorn Stag","mist","bruiser",6,54,2130,-0.0232339436619718,0.0472013915003033,0.1716,0.0795794443718368,-0.0323780528715335
"Sunmane Lion","clear","bruiser",6,54,2226,-0.0186422731356694,0.0465112447740365,0.2037,0.078934736182239,-0.0324234914082025
"Powder Sapper","clear","support",2,54,2310,0.0199155411255411,0.0415824043502418,0.2065,0.0740683987244142,-0.0324859943741724
"Company Guard","clear","tank",4,54,2388,-0.0257493718592965,0.0425238323614055,0.1736,0.0750769028050441,-0.0325530704436387
"Capture-Rig Wolf","thunder","swashbuckler",3,54,2208,0.0267240942028985,0.0461569499639722,0.1755,0.0787548248617515,-0.0325978748977793
"Field Chaplain","clear","support",3,54,2346,-0.0115015345268542,0.044045210896655,0.1746,0.0766571423251766,-0.0326119314285215
"Sunspear Falcon","clear","marksman",9,54,2328,0.0216927405498282,0.0440257485155213,0.1798,0.0766632301975567,-0.0326374816820353
"Glacier Goliath","snow","tank",7,54,2280,-0.0535061403508772,0.0423683236423275,0.1857,0.0754226562405836,-0.0330543325982561
"Stretcher-Hand","clear","support",1,54,2070,0.0229384541062802,0.0458004284468976,0.2173,0.0794701684557281,-0.0336697400088304
"Avalanche Engine","snow","mage",5,54,1746,-0.00429851088201604,0.0557859685033828,0.2356,0.0895941498983072,-0.0338081813949244
"Tempest Eel","thunder","spellslinger",6,54,2310,-0.0666643722943723,0.0425039132287546,0.2156,0.0763620079839687,-0.0338580947552141
"Conscript","clear","swashbuckler",1,54,2262,-0.0676394783377542,0.0433125036548224,0.1789,0.077467329000624,-0.0341548253458016
"Lord Commander","clear","tank",7,54,2058,0.0204042274052478,0.0482798695956581,0.225,0.0825970267494245,-0.0343171571537664
"Nightglass Mantis","cloudy","assassin",8,54,2244,0.0294058377896613,0.0441694308834231,0.22,0.0787784347105132,-0.0346090038270901
"Dawnwisp","clear","support",1,54,2154,0.036903017641597,0.0445596795019791,0.1838,0.0792559778878961,-0.0346962983859171
"Signal Drummer","clear","support",1,54,2028,0.00912391518737673,0.0463672124203072,0.1964,0.0810783768535899,-0.0347111644332827
"Dawnwisp","clear","support",1,54,1914,0.0151578892371996,0.047325105319004,0.1859,0.0820506785686804,-0.0347255732496764
"Crossbow Levy","clear","marksman",2,54,2340,0.00598692307692308,0.0410346934716262,0.246,0.0757679249043826,-0.0347332314327564
"Glacierback Mammoth","snow","bruiser",7,54,2130,-0.0227635211267606,0.0415062266701082,0.1924,0.0764065773996466,-0.0349003507295385
"Ember Salamander","clear","mage",3,54,2250,-0.000440222222222222,0.0431943600736582,0.194,0.0780953295675613,-0.0349009694939031
"Cliffeyrie Eagle","cloudy","spellslinger",9,54,2424,0.01010800330033,0.0397924556091469,0.1699,0.0747227936712168,-0.0349303380620699
"Eclipse Jaguar","cloudy","spellblade",7,54,2712,0.0282043879056047,0.0361077489547755,0.1803,0.0710564411169652,-0.0349486921621897
"Hexblade Officer","clear","assassin",6,54,2430,0.0104898353909465,0.0399075540717464,0.1857,0.0748677403591778,-0.0349601862874314
"Borealis, the Pale Aurora","snow","mage",10,54,1884,0.119425318471338,0.0489420806910785,0.2229,0.0839068428160697,-0.0349647621249912
"Ember Salamander","clear","mage",3,54,2166,0.00853702677746999,0.0418707580944472,0.1986,0.0768444623086227,-0.0349737042141755
"Veilfang Wolf","mist","swashbuckler",8,54,2412,0.0225965174129353,0.0400527037260339,0.1872,0.0752845516574768,-0.0352318479314429
"Veldt Pronghorn","clear","tank",2,54,2610,0.0348689655172414,0.0373012609886534,0.1844,0.072734655197407,-0.0354333942087535
"Iron-Collared Hound","snow","swashbuckler",3,54,1872,0.00988162393162393,0.0514885317694446,0.1922,0.0872046589639478,-0.0357161271945032
"Dredge-Hulk","rain","bruiser",7,54,1746,-0.000574284077892325,0.054176730946356,0.2304,0.0898985119622978,-0.0357217810159418
"Glacier Goliath","snow","tank",7,54,2052,0.0282686159844055,0.0458172227872058,0.2415,0.0816532688820394,-0.0358360460948335
"Goldhide Rhino","clear","tank",7,54,2352,-0.0420894132653061,0.0407020446635276,0.172,0.0766237422736668,-0.0359216976101392
"Veldt Pronghorn","clear","tank",2,54,2076,0.0185423892100193,0.0475212518615836,0.2037,0.0834632157552196,-0.035941963893636
"Flood Tyrant","rain","mage",10,54,2250,0.0411148,0.0406784670155818,0.1822,0.0766505040316178,-0.035972037016036
"Hoarfrost Owl","snow","support",4,54,2574,0.034772027972028,0.036525157140299,0.1856,0.0724991651898139,-0.0359740080495149
"Sergeant-at-Arms","clear","bruiser",3,54,2970,-0.00437508417508418,0.0288193824849024,0.1604,0.0647979333897299,-0.0359785509048276
"Reedbank Otter","rain","swashbuckler",2,54,2322,0.0282063738156761,0.0380425907431543,0.2125,0.0741459073767749,-0.0361033166336206
"Voltaic Diviner","thunder","marksman",5,54,2664,-0.00863626126126126,0.0332009112743198,0.1444,0.0695044747710402,-0.0363035634967203
"Field Medic","clear","support",2,54,1908,-0.0133719077568134,0.0484502973958273,0.2181,0.0847877431970636,-0.0363374458012363
"Archmagus Imperator","clear","mage",9,54,2466,0.0474446066504461,0.038334641325767,0.2226,0.074796444474415,-0.036461803148648
"Mournhollow, the Pale Stag","mist","mage",10,54,2256,0.0999482712765958,0.0368439261022565,0.1667,0.0738793926154276,-0.0370354665131711
"Iceclaw Lynx","snow","swashbuckler",6,54,3000,0.00999873333333333,0.0293963433961134,0.1242,0.0667371503673264,-0.037340806971213
"Permafrost Walrus","snow","mage",3,54,2238,-0.00424700625558534,0.0408682216858422,0.1809,0.078235124840356,-0.0373669031545138
"Drained Stalker","mist","spellslinger",4,54,2694,-0.0204124721603563,0.0339582612103501,0.1605,0.0713461859490647,-0.0373879247387146
"Sunmane Lion","clear","bruiser",6,54,2448,-0.00571956699346405,0.0371245294018556,0.1434,0.0745763270071576,-0.037451797605302
"Riptide Caiman","rain","assassin",9,54,2142,0.0214740896358543,0.0415148906945607,0.214,0.0791162665136206,-0.0376013758190599
"Crossbow Levy","clear","marksman",2,54,2598,-0.0128908006158584,0.0332736851811307,0.169,0.0714372128053009,-0.0381635276241703
"Battlemage","clear","spellslinger",5,54,2244,-0.0387641711229947,0.038191585708967,0.1875,0.0764376652764055,-0.0382460795674385
"Sparkfly","thunder","support",1,54,2394,-0.00333705096073517,0.0345840729973731,0.1514,0.0732141314175013,-0.0386300584201282
"Thunderclap Gorilla","thunder","bruiser",8,54,2838,0.0228980267794221,0.0311671116308543,0.1455,0.0698656601081558,-0.0386985484773014
"Will-o-Fawn","mist","mage",2,54,2040,0.017403431372549,0.0419303717663101,0.2083,0.0808368768404315,-0.0389065050741214
"Maw of the Drowned","rain","tank",9,54,2652,-0.0395933634992459,0.0331585057256788,0.1392,0.0722552031931251,-0.0390966974674463
"Heavy Knight","clear","tank",4,54,2454,0.00284637326813366,0.0342741623984921,0.1528,0.0737656844219502,-0.0394915220234581
"Grovekeeper Tapir","rain","tank",4,54,2178,-0.0236414600550964,0.0386669534647684,0.1652,0.0784131476466,-0.0397461941818316
"Field Chaplain","clear","support",3,54,2514,0.0175072394590294,0.0329839175647225,0.1644,0.0728041663991232,-0.0398202488344007
"Mournhollow, the Pale Stag","mist","mage",10,54,2484,0.0819262077294686,0.0350594131329343,0.1827,0.0749379065061944,-0.0398784933732601
"Cannoneer","clear","marksman",8,54,2118,0.0214809726156752,0.0404971344140424,0.1918,0.0805401956077386,-0.0400430611936962
"Inquisitor","clear","tank",6,54,2046,-0.0811333333333333,0.0410930248275227,0.1801,0.0811985015284343,-0.0401054767009116
"Picket","clear","swashbuckler",1,54,2148,-0.0179193202979516,0.0386440267643777,0.2,0.0789757851038927,-0.040331758339515
"Granite Gorilla","cloudy","tank",6,54,2544,-0.0145454402515723,0.0312635359810576,0.1271,0.0721997783509435,-0.0409362423698859
"Stretcher-Hand","clear","support",1,54,2646,0.0100185563114135,0.0318416905538351,0.1651,0.0729457047791938,-0.0411040142253586
"Granite Gorilla","cloudy","tank",6,54,2298,-0.0117511314186249,0.0347202398820433,0.1505,0.0758956162545102,-0.0411753763724669
"Shroud-Killer","mist","swashbuckler",7,54,2262,-0.0289523430592396,0.0369142328200892,0.1367,0.0787060406935712,-0.041791807873482
"Aegis Tortoise","clear","tank",5,54,2100,0.0278539047619048,0.0372106651249148,0.2012,0.0799955035246226,-0.0427848383997078
"Gunslinger","clear","marksman",5,54,2064,0.0297926841085271,0.0374453579905924,0.1588,0.0803957062260066,-0.0429503482354142
"Conscript","clear","swashbuckler",1,54,2310,-0.067968658008658,0.0330265727385853,0.15,0.0759926977179153,-0.0429661249793299
"Voltscale Mamba","thunder","assassin",3,54,1692,0.0130011229314421,0.0465671818754049,0.206,0.0897791693504945,-0.0432119874750896
"Signal Drummer","clear","support",1,54,1416,-0.0155353107344633,0.0525043941829564,0.2635,0.0957649499813186,-0.0432605557983623
"Stormhawk","thunder","spellslinger",4,54,2064,0.00605847868217054,0.0397590040971114,0.1942,0.0831699939180478,-0.0434109898209364
"Stone Warden","cloudy","tank",10,54,2568,0.017520054517134,0.0301554169820534,0.1296,0.0735770169073286,-0.0434215999252753
"Springfrog","rain","support",1,54,2094,0.0632706781279847,0.0367023232873368,0.1619,0.0808336941154504,-0.0441313708281136
"Aurion, the First Dawn","clear","spellblade",10,54,1974,-0.00936990881458966,0.0364763959748614,0.1866,0.0833346327405101,-0.0468582367656486
"Levyman","clear","tank",1,54,1854,-0.0121260517799353,0.0392659473762494,0.1571,0.0866369529701107,-0.0473710055938614
"Picket","clear","swashbuckler",1,54,2604,-0.0119016129032258,0.0250513840080047,0.1368,0.0731399944205581,-0.0480886104125534
"Quarry Crawler","cloudy","support",3,54,1956,0.0235134969325153,0.0350423592901816,0.1816,0.0832422602729425,-0.0481999009827609
"Pikeman","clear","tank",2,54,2076,-0.00168973988439306,0.0298728738044239,0.1422,0.0784002814794752,-0.0485274076750512
"Marshghast Boar","mist","bruiser",7,54,2094,-0.0129,0.0274137469959015,0.1241,0.0808728162838147,-0.0534590692879131
