"piece_id","name","affinity","role","tier","level","win_rate","wr_delta","timeout_rate"
"champ_umbra@2","Umbra, the Mountain's Shadow","cloudy","hybrid",10,2,0.526280952380952,-0.0408857142857143,0.310914285714286
"champ_cliffeyrie_eagle","Cliffeyrie Eagle","cloudy","marksman",9,1,0.52697619047619,0.0146357142857143,0.221771428571429
"champ_glacierback_mammoth@2","Glacierback Mammoth","snow","bruiser",7,2,0.527119047619048,0.069147619047619,0.267033333333333
"enemy_riflemaster@2","Riflemaster","clear","marksman",6,2,0.528219047619048,0.0601619047619048,0.205635714285714
"enemy_sundered_lord@2","Sundered Lord","mist","hybrid",9,2,0.529197619047619,-0.0207428571428571,0.229378571428571
"champ_thunderhoof_colt@3","Thunderhoof Colt","thunder","warrior",2,3,0.529788095238095,0.0598238095238095,0.280811904761905
"enemy_grand_marshal","Grand Marshal","clear","warrior",10,1,0.530316666666667,0.0855690476190476,0.215033333333333
"enemy_crossbow_levy@3","Crossbow Levy","clear","marksman",2,3,0.53085,0.029597619047619,0.218714285714286
"champ_boulderhide_skink@3","Boulderhide Skink","cloudy","marksman",3,3,0.532516666666667,-0.0238190476190476,0.203830952380952
"champ_fogveil_moth@3","Fogveil Moth","mist","mage",5,3,0.53325,-0.0874309523809524,0.322790476190476
"champ_storm_eagle@2","Storm Eagle","thunder","mage",9,2,0.534309523809524,0.0121119047619048,0.258666666666667
"enemy_iron_maiden@2","Iron Maiden","clear","bruiser",7,2,0.53552380952381,0.0301285714285714,0.314188095238095
"champ_nerei","Nerei, the Floodmother","rain","hybrid",10,1,0.540242857142857,0.04185,0.161740476190476
"champ_goldhide_rhino@2","Goldhide Rhino","clear","bruiser",7,2,0.540419047619048,0.029302380952381,0.331954761904762
"champ_cliffeyrie_eagle@2","Cliffeyrie Eagle","cloudy","marksman",9,2,0.542233333333333,0.00875714285714286,0.23455
"enemy_hierarch@3","Hierarch","clear","mage",8,3,0.542645238095238,-0.188716666666667,0.498685714285714
"champ_mournhollow@2","Mournhollow, the Pale Stag","mist","hybrid",10,2,0.544180952380952,-0.0506642857142857,0.254180952380952
"enemy_iron_collared_hound@3","Iron-Collared Hound","snow","warrior",3,3,0.544738095238095,0.0336142857142857,0.269080952380952
"champ_permafrost_walrus@3","Permafrost Walrus","snow","marksman",3,3,0.546659523809524,0.0189452380952381,0.180364285714286
"champ_aerion@2","Aerion, the Skybreaker","thunder","hybrid",10,2,0.547580952380952,0.0104261904761905,0.210245238095238
"enemy_thunder_bull@2","Thunder Bull","thunder","warrior",7,2,0.549773809523809,0.0308452380952381,0.236564285714286
"champ_glade_heron@2","Glade Heron","rain","mage",8,2,0.552052380952381,0.0343119047619048,0.24427619047619
"enemy_stone_warden","Stone Warden","cloudy","bruiser",10,1,0.552640476190476,0.0875142857142857,0.392795238095238
"enemy_veil_lord@2","Veil Lord","mist","hybrid",10,2,0.553090476190476,-0.0166428571428571,0.23512619047619
"enemy_glacier_goliath@2","Glacier Goliath","snow","warrior",7,2,0.554628571428571,0.0898380952380952,0.400885714285714
"champ_frostfang_wolverine@2","Frostfang Wolverine","snow","warrior",8,2,0.555202380952381,0.0421380952380952,0.171488095238095
"champ_grovekeeper_tapir@3","Grovekeeper Tapir","rain","bruiser",4,3,0.556469047619048,0.0252857142857143,0.470592857142857
"champ_veldt_pronghorn@3","Veldt Pronghorn","clear","warrior",2,3,0.561752380952381,0.0624047619047619,0.256757142857143
"champ_reedbank_otter@3","Reedbank Otter","rain","warrior",2,3,0.561778571428571,0.0545761904761905,0.240935714285714
"champ_lostlight_wisp@3","Lostlight Wisp","mist","mage",1,3,0.561861904761905,0.0751904761904762,0.402721428571429
"enemy_storm_tyrant@2","Storm Tyrant","thunder","hybrid",10,2,0.56652380952381,0.044397619047619,0.19162380952381
"enemy_flood_tyrant@2","Flood Tyrant","rain","hybrid",10,2,0.56747619047619,0.0109952380952381,0.241404761904762
"champ_ember_salamander@3","Ember Salamander","clear","mage",3,3,0.567671428571429,0.0374619047619048,0.19302619047619
"champ_marsh_thrush@3","Marsh Thrush","rain","mage",6,3,0.567883333333333,-0.120992857142857,0.266233333333333
"champ_aegis_tortoise@3","Aegis Tortoise","clear","warrior",5,3,0.568914285714286,-0.0313642857142857,0.477157142857143
"champ_frostquill_porcupine@2","Frostquill Porcupine","snow","marksman",9,2,0.569709523809524,0.0462285714285714,0.199283333333333
"champ_spectral_heron@2","Spectral Heron","mist","mage",9,2,0.571059523809524,0.0113738095238095,0.221014285714286
"champ_torrent_heron@3","Torrent Heron","rain","marksman",3,3,0.571880952380952,0.0301833333333333,0.149307142857143
"champ_sunspear_falcon@2","Sunspear Falcon","clear","marksman",9,2,0.573709523809524,0.0430333333333333,0.212145238095238
"champ_borealis@2","Borealis, the Pale Aurora","snow","hybrid",10,2,0.575416666666667,0.0290785714285714,0.269771428571429
"champ_aurion@2","Aurion, the First Dawn","clear","hybrid",10,2,0.585904761904762,0.0519214285714286,0.245064285714286
"enemy_lord_commander@2","Lord Commander","clear","warrior",7,2,0.586892857142857,0.0781214285714286,0.273635714285714
"enemy_blight_lurker@3","Blight Lurker","rain","warrior",3,3,0.587552380952381,0.0510690476190476,0.356840476190476
"champ_hollow_elk@3","Hollow Elk","mist","assassin",4,3,0.587828571428571,-0.0160119047619048,0.378771428571429
"enemy_heavy_knight@3","Heavy Knight","clear","warrior",4,3,0.589321428571429,0.00169285714285714,0.31082380952381
"enemy_shaftmaw@3","Shaftmaw","cloudy","assassin",5,3,0.590866666666667,-0.0419833333333333,0.226566666666667
"enemy_quarried_behemoth","Quarried Behemoth","cloudy","bruiser",9,1,0.59192380952381,0.0512904761904762,0.261316666666667
"champ_tempest_eel@3","Tempest Eel","thunder","mage",6,3,0.5954,-0.0623190476190476,0.178766666666667
"enemy_stone_warden@2","Stone Warden","cloudy","bruiser",10,2,0.599373809523809,0.0562738095238095,0.471397619047619
"enemy_capture_rig_wolf@3","Capture-Rig Wolf","thunder","warrior",3,3,0.602297619047619,0.0441619047619048,0.303390476190476
"enemy_cannoneer@2","Cannoneer","clear","marksman",8,2,0.602464285714286,0.0580880952380952,0.201445238095238
"enemy_conscript@3","Conscript","clear","warrior",1,3,0.603242857142857,0.0434880952380952,0.206938095238095
"enemy_inquisitor@3","Inquisitor","clear","hybrid",6,3,0.604288095238095,-0.0702928571428571,0.278690476190476
"enemy_quarry_crawler@3","Quarry Crawler","cloudy","warrior",3,3,0.609011904761905,0.0840880952380952,0.217564285714286
"champ_granite_gorilla@3","Granite Gorilla","cloudy","assassin",6,3,0.609688095238095,-0.0342142857142857,0.471961904761905
"champ_duskstep_marten@3","Duskstep Marten","cloudy","assassin",5,3,0.621030952380952,0.0137238095238095,0.314690476190476
"champ_thunderhide_bison@3","Thunderhide Bison","thunder","warrior",5,3,0.623735714285714,0.0866142857142857,0.336733333333333
"champ_mirewarden_toad@3","Mirewarden Toad","rain","assassin",7,3,0.62377380952381,-0.05785,0.495697619047619
"champ_nightglass_mantis@3","Nightglass Mantis","cloudy","assassin",8,3,0.627742857142857,-0.12097619047619,0.262116666666667
"champ_springfrog@3","Springfrog","rain","mage",1,3,0.628526190476191,0.11535,0.456978571428571
"enemy_quarried_behemoth@2","Quarried Behemoth","cloudy","bruiser",9,2,0.631004761904762,0.0780857142857143,0.323692857142857
"enemy_grand_marshal@2","Grand Marshal","clear","warrior",10,2,0.631340476190476,0.0853261904761905,0.173164285714286
"enemy_avalanche_engine@3","Avalanche Engine","snow","marksman",5,3,0.631628571428571,0.017397619047619,0.119045238095238
"enemy_slag_sentinel@3","Slag Sentinel","cloudy","warrior",4,3,0.633709523809524,-0.00523571428571429,0.333290476190476
"enemy_arcanist@2","Arcanist","clear","mage",9,2,0.638623809523809,0.0502928571428571,0.182792857142857
"enemy_brineblight_berserker@3","Brineblight Berserker","rain","warrior",5,3,0.643190476190476,0.0256761904761905,0.24007619047619
"champ_coral_colossus@3","Coral Colossus","rain","warrior",5,3,0.649414285714286,0.107183333333333,0.56922380952381
"enemy_hexblade_officer@3","Hexblade Officer","clear","assassin",6,3,0.651635714285714,-0.0241761904761905,0.331342857142857
"champ_voltmane_jackal@3","Voltmane Jackal","thunder","hybrid",7,3,0.653861904761905,-0.0682547619047619,0.28447380952381
"champ_frostplate_tortoise@3","Frostplate Tortoise","snow","warrior",5,3,0.654145238095238,0.0155452380952381,0.306369047619048
"enemy_cold_iron_yeti@3","Cold-Iron Yeti","snow","warrior",4,3,0.656469047619048,0.0770690476190476,0.327080952380952
"champ_eclipse_jaguar@3","Eclipse Jaguar","cloudy","hybrid",7,3,0.664009523809524,-0.0849690476190476,0.272728571428571
"champ_iceclaw_lynx@3","Iceclaw Lynx","snow","assassin",6,3,0.665302380952381,-0.0318761904761905,0.230992857142857
"champ_glade_heron@3","Glade Heron","rain","mage",8,3,0.665309523809524,-0.150109523809524,0.305397619047619
"enemy_caged_storm_drake@3","Caged Storm-Drake","thunder","hybrid",9,3,0.667002380952381,-0.135828571428571,0.254138095238095
"enemy_frost_sovereign@2","Frost Sovereign","snow","hybrid",10,2,0.675495238095238,-0.0190880952380952,0.212121428571429
"enemy_steam_knight@3","Steam Knight","clear","warrior",6,3,0.675730952380952,0.107959523809524,0.191092857142857
"champ_marshghast_boar@3","Marshghast Boar","mist","bruiser",7,3,0.679652380952381,-0.0315714285714286,0.493666666666667
"champ_goldhide_rhino@3","Goldhide Rhino","clear","bruiser",7,3,0.682211904761905,-0.0397428571428571,0.521202380952381
"enemy_riflemaster@3","Riflemaster","clear","marksman",6,3,0.683171428571429,0.0489214285714286,0.2278
"champ_mirage_caracal@3","Mirage Caracal","clear","assassin",8,3,0.688733333333333,-0.0598619047619048,0.240480952380952
"enemy_shroud_killer@3","Shroud-Killer","mist","warrior",7,3,0.689969047619048,0.0105809523809524,0.142652380952381
"enemy_reaver_of_the_reach@3","Reaver of the Reach","cloudy","hybrid",7,3,0.69377619047619,-0.0499690476190476,0.256985714285714
"enemy_glacier_goliath@3","Glacier Goliath","snow","warrior",7,3,0.697692857142857,0.0351857142857143,0.488019047619048
"enemy_gunslinger@3","Gunslinger","clear","marksman",5,3,0.701483333333333,0.0652285714285714,0.191811904761905
"enemy_spymaster@3","Spymaster","clear","assassin",8,3,0.701604761904762,-0.112485714285714,0.23647619047619
"enemy_dredge_hulk@3","Dredge-Hulk","rain","bruiser",7,3,0.712269047619048,-0.0294309523809524,0.438638095238095
"champ_sunmane_lion@3","Sunmane Lion","clear","warrior",6,3,0.716221428571429,0.0650190476190476,0.23585
"champ_nerei@3","Nerei, the Floodmother","rain","hybrid",10,3,0.719052380952381,-0.14072380952381,0.268023809523809
"champ_spectral_heron@3","Spectral Heron","mist","mage",9,3,0.720242857142857,-0.112095238095238,0.285616666666667
"enemy_riven_frost_wyrm@3","Riven Frost-Wyrm","snow","hybrid",9,3,0.72382619047619,-0.0956571428571429,0.284354761904762
"champ_wraithorn_stag@3","Wraithorn Stag","mist","warrior",6,3,0.724445238095238,0.017447619047619,0.223964285714286
"enemy_iron_maiden@3","Iron Maiden","clear","bruiser",7,3,0.727978571428571,-0.00557142857142857,0.363754761904762
"enemy_cannoneer@3","Cannoneer","clear","marksman",8,3,0.732045238095238,-0.00930952380952381,0.182402380952381
"enemy_sundered_lord@3","Sundered Lord","mist","hybrid",9,3,0.735338095238095,-0.0978,0.286633333333333
"champ_frostfang_wolverine@3","Frostfang Wolverine","snow","warrior",8,3,0.735707142857143,0.0278142857142857,0.112952380952381
"champ_glacierback_mammoth@3","Glacierback Mammoth","snow","bruiser",7,3,0.736178571428571,-0.00946666666666667,0.411673809523809
"enemy_thunder_bull@3","Thunder Bull","thunder","warrior",7,3,0.743854761904762,0.0461404761904762,0.203042857142857
"champ_umbra@3","Umbra, the Mountain's Shadow","cloudy","hybrid",10,3,0.74992380952381,-0.10402619047619,0.254588095238095
"champ_mournhollow@3","Mournhollow, the Pale Stag","mist","hybrid",10,3,0.75195,-0.151457142857143,0.31607380952381
"enemy_frost_sovereign@3","Frost Sovereign","snow","hybrid",10,3,0.753821428571429,-0.100430952380952,0.294840476190476
"enemy_lord_commander@3","Lord Commander","clear","warrior",7,3,0.754842857142857,0.128283333333333,0.172057142857143
"champ_aurion@3","Aurion, the First Dawn","clear","hybrid",10,3,0.757454761904762,-0.156861904761905,0.311085714285714
"champ_borealis@3","Borealis, the Pale Aurora","snow","hybrid",10,3,0.760395238095238,-0.0816547619047619,0.330988095238095
"champ_veilfang_wolf@3","Veilfang Wolf","mist","assassin",8,3,0.764857142857143,-0.0183785714285714,0.269652380952381
"enemy_stone_warden@3","Stone Warden","cloudy","bruiser",10,3,0.76542380952381,-0.119221428571429,0.468752380952381
"enemy_veil_lord@3","Veil Lord","mist","hybrid",10,3,0.76595,-0.083697619047619,0.219316666666667
"champ_aerion@3","Aerion, the Skybreaker","thunder","hybrid",10,3,0.766261904761905,-0.113840476190476,0.291342857142857
"enemy_maw_of_the_drowned@3","Maw of the Drowned","rain","hybrid",9,3,0.76902619047619,-0.103009523809524,0.213366666666667
"champ_storm_eagle@3","Storm Eagle","thunder","mage",9,3,0.774140476190476,-0.0706190476190476,0.221552380952381
"enemy_archmagus_imperator@3","Archmagus Imperator","clear","hybrid",9,3,0.781792857142857,-0.0774952380952381,0.234861904761905
"enemy_storm_tyrant@3","Storm Tyrant","thunder","hybrid",10,3,0.784414285714286,-0.0864642857142857,0.21795
"enemy_flood_tyrant@3","Flood Tyrant","rain","hybrid",10,3,0.792207142857143,-0.0929690476190476,0.257730952380952
"enemy_quarried_behemoth@3","Quarried Behemoth","cloudy","bruiser",9,3,0.80352380952381,-0.0246738095238095,0.313369047619048
"champ_cliffeyrie_eagle@3","Cliffeyrie Eagle","cloudy","marksman",9,3,0.809130952380952,0.00591666666666667,0.13752619047619
"champ_riptide_caiman@3","Riptide Caiman","rain","warrior",9,3,0.816985714285714,0.0209785714285714,0.110654761904762
"enemy_arcanist@3","Arcanist","clear","mage",9,3,0.823445238095238,0.02115,0.0860904761904762
"champ_thunderclap_gorilla@3","Thunderclap Gorilla","thunder","warrior",8,3,0.83685,0.0774119047619048,0.146728571428571
"champ_sunspear_falcon@3","Sunspear Falcon","clear","marksman",9,3,0.849985714285714,0.00389761904761905,0.163452380952381
"champ_frostquill_porcupine@3","Frostquill Porcupine","snow","marksman",9,3,0.865416666666667,0.0319214285714286,0.135540476190476
"enemy_grand_marshal@3","Grand Marshal","clear","warrior",10,3,0.918071428571429,0.0362738095238095,0.115328571428571
