team_a,team_b,weather,outcome,duration_ticks,hp_remaining_a,hp_remaining_b,timed_out
champ_wintermoth@3|enemy_iron_collared_hound@2,enemy_flood_tyrant@3|enemy_maw_of_the_drowned@2,cloudy,loss,7510,0,5527,0
champ_mirage_caracal@2|champ_torrent_heron@2,champ_reedbank_otter@3|enemy_archmagus_imperator@2,cloudy,loss,4939,0,2097,0
champ_goldcrest_lark@2|champ_mournhollow@3,champ_riptide_caiman@2|champ_spectral_heron@3,cloudy,loss,8594,0,2335,0
champ_wintermoth|enemy_drained_stalker,enemy_flood_tyrant|enemy_frost_sovereign@3,cloudy,loss,3600,0,5647,0
champ_geode_beetle|champ_thunderclap_gorilla,champ_nerei|champ_thunderhoof_colt@2,cloudy,loss,8938,0,724,0
champ_goldhide_rhino@2|enemy_voltaic_diviner,enemy_grand_marshal@3|enemy_spymaster@3,cloudy,loss,4800,0,6843,0
champ_aurion@2|enemy_iron_maiden,champ_goldhide_rhino@2|champ_sunspear_falcon@3,cloudy,loss,6000,0,4981,0
enemy_company_captain|enemy_picket,enemy_riflemaster@3|enemy_sergeant_at_arms@2,cloudy,loss,3692,0,4579,0
champ_aurion|champ_geode_beetle@2,champ_thunderclap_gorilla@2|enemy_powder_sapper@3,cloudy,loss,6000,0,1327,0
champ_eclipse_jaguar|champ_glade_heron@2,enemy_cannoneer@2|enemy_grand_marshal@3,cloudy,loss,5012,0,5900,0
champ_frostfang_wolverine@2|champ_torrent_heron@3,champ_goldcrest_lark|champ_spectral_heron@2,cloudy,win,4800,1368,0,0
champ_mirewarden_toad@2|champ_mournhollow@3,champ_permafrost_walrus@3|enemy_glacier_goliath@2,cloudy,win,10108,2992,0,0
champ_duskstep_marten|enemy_shaftmaw,champ_frostquill_porcupine@3|champ_pebbleback_pangolin@2,cloudy,loss,4142,0,4742,0
champ_goldcrest_lark@2|champ_veilfang_wolf@3,enemy_iron_maiden@2|enemy_thunder_bull@3,cloudy,draw,12065,0,745,1
champ_aurion@3|enemy_dredge_hulk@2,champ_frostplate_tortoise@3|champ_thunderhoof_colt,cloudy,draw,12000,4144,0,1
champ_umbra|enemy_conscript,enemy_powder_sapper|enemy_shroud_killer@3,cloudy,loss,5652,0,1790,0
champ_reedbank_otter@2|enemy_shroud_killer@2,enemy_blight_lurker@3|enemy_inquisitor,cloudy,loss,7333,0,3356,0
champ_coral_colossus@3|champ_dusk_bat,champ_thunderhide_bison@3|enemy_maw_of_the_drowned@2,cloudy,draw,12094,0,0,1
champ_permafrost_walrus|enemy_signal_drummer@3,champ_sunmane_lion|enemy_stone_warden@3,cloudy,loss,5678,0,9086,0
champ_ember_salamander@2|enemy_quarried_behemoth@2,enemy_slag_sentinel@2|enemy_thunder_bull,cloudy,win,9600,3182,0,0
champ_aegis_tortoise@2|champ_iceclaw_lynx@3,champ_ember_salamander@3|enemy_maw_of_the_drowned,cloudy,win,6553,3008,0,0
champ_ember_salamander|enemy_thunder_bull,champ_riptide_caiman@3|champ_sunmane_lion,cloudy,loss,4667,0,3106,0
champ_nerei@3|enemy_stone_warden@3,enemy_reaver_of_the_reach@2|enemy_signal_drummer@3,cloudy,win,4503,12641,0,0
champ_thunderclap_gorilla|champ_thunderhide_bison,enemy_drowned_siren@2|enemy_voltaic_diviner@3,cloudy,loss,5910,0,1276,0
champ_duskstep_marten|champ_ember_salamander,champ_marsh_thrush|champ_umbra@2,cloudy,loss,5204,0,2472,0
enemy_capture_rig_wolf@3|enemy_dredge_hulk@3,enemy_riflemaster@2|enemy_thunder_bull@2,cloudy,win,7200,6184,0,0
champ_dawnwisp@3|champ_mirewarden_toad@2,champ_springfrog|enemy_frost_sovereign@2,cloudy,draw,12055,0,681,1
champ_thunderhide_bison|enemy_crossbow_levy@3,enemy_powder_sapper|enemy_riflemaster@2,cloudy,win,6000,965,0,0
champ_thunderhoof_colt@3|enemy_reaver_of_the_reach@2,enemy_drained_stalker@2|enemy_dredge_hulk@3,cloudy,draw,12000,0,4003,1
champ_fogveil_moth@3|enemy_crossbow_levy@3,enemy_gunslinger|enemy_levyman,cloudy,win,4800,3578,0,0
champ_sunspear_falcon@2|enemy_heavy_knight@2,enemy_cannoneer@3|enemy_voltaic_diviner@2,cloudy,loss,6769,0,1681,0
champ_fogveil_moth@3|champ_iceclaw_lynx@3,champ_marshghast_boar@2|champ_snowpelt_cub@3,cloudy,draw,12043,3159,0,1
champ_cliffeyrie_eagle@2|champ_riptide_caiman@2,champ_thunderhide_bison@3|enemy_flood_tyrant,cloudy,draw,12014,63,0,1
champ_hoarfrost_owl|champ_sunmane_lion@2,champ_hollow_elk@2|enemy_steam_engineer@2,cloudy,win,9627,1418,0,0
champ_mirage_caracal@3|champ_tempest_eel@2,enemy_drained_stalker@2|enemy_steam_knight,cloudy,win,4800,2805,0,0
champ_goldhide_rhino|enemy_field_medic@3,champ_torrent_heron@3|enemy_thunder_bull@2,cloudy,loss,8410,0,2318,0
champ_boulderhide_skink@2|champ_frostplate_tortoise@2,champ_spectral_heron@3|enemy_sergeant_at_arms,cloudy,loss,7200,0,2952,0
champ_glade_heron@2|enemy_company_guard@2,champ_reedbank_otter@2|enemy_levyman@3,cloudy,loss,11633,0,952,0
champ_coppercrest_stork@3|enemy_riven_frost_wyrm,champ_voltmane_jackal|enemy_conscript@3,cloudy,loss,8937,0,1756,0
enemy_crossbow_levy@2|enemy_quarry_crawler@3,enemy_grand_marshal@3|enemy_spymaster@2,cloudy,loss,6000,0,4189,0
champ_riptide_caiman|enemy_stretcher_hand,enemy_quarried_behemoth|enemy_reaver_of_the_reach,cloudy,loss,8492,0,557,0
champ_frostplate_tortoise@2|enemy_flood_tyrant,champ_wraithorn_stag@2|enemy_capture_rig_wolf@3,cloudy,loss,7072,0,2314,0
champ_coppercrest_stork|enemy_lord_commander@3,champ_frostplate_tortoise|enemy_drowned_siren@2,cloudy,win,5431,3881,0,0
champ_thunderhide_bison|enemy_gunslinger@2,enemy_cannoneer@2|enemy_storm_tyrant,cloudy,loss,5350,0,2326,0
champ_mournhollow|enemy_hollowed_wisp@2,enemy_archmagus_imperator@3|enemy_signal_drummer,cloudy,loss,5125,0,3626,0
champ_geode_beetle@3|enemy_stormhawk@2,champ_veldt_pronghorn@3|champ_voltscale_mamba@3,cloudy,loss,7011,0,2431,0
champ_borealis@2|enemy_stormhawk@3,champ_sunmane_lion@3|enemy_quarried_behemoth@2,cloudy,loss,9389,0,3918,0
champ_coppercrest_stork@3|champ_marshghast_boar@3,enemy_flood_tyrant|enemy_hollowed_wisp@2,cloudy,win,10408,6192,0,0
champ_lostlight_wisp@2|champ_voltscale_mamba,enemy_cold_iron_yeti|enemy_veil_lord@2,cloudy,loss,7200,0,3318,0
champ_glade_heron@3|champ_voltmane_jackal,champ_springfrog|champ_veilfang_wolf@3,cloudy,win,9799,1780,0,0
champ_granite_gorilla@2|enemy_lord_commander@3,champ_nightglass_mantis@3|champ_sunmane_lion@2,cloudy,draw,12036,0,0,1
champ_iceclaw_lynx|enemy_steam_engineer@2,champ_thunderhide_bison@3|enemy_heavy_knight,cloudy,loss,7520,0,3251,0
champ_dusk_bat|enemy_cold_iron_yeti@2,enemy_field_chaplain@3|enemy_levyman@2,cloudy,draw,12064,0,866,1
champ_glade_heron@2|champ_reedbank_otter@2,champ_goldcrest_lark|enemy_field_chaplain@3,cloudy,win,8031,2014,0,0
champ_aegis_tortoise|enemy_stone_warden,enemy_cannoneer@3|enemy_hierarch@3,cloudy,draw,12000,0,5271,1
champ_thunderhide_bison|enemy_crossbow_levy@3,enemy_glacier_goliath@3|enemy_voltaic_diviner,cloudy,loss,11280,0,2069,0
champ_sparkfly@2|enemy_flood_tyrant@2,enemy_drowned_siren@3|enemy_maw_of_the_drowned,cloudy,win,8123,1669,0,0
champ_lostlight_wisp|champ_snowpelt_cub@3,champ_veilfang_wolf|enemy_maw_of_the_drowned,cloudy,draw,12045,0,356,1
champ_boulderhide_skink@3|champ_goldcrest_lark@3,enemy_sergeant_at_arms@3|enemy_slag_sentinel@2,cloudy,draw,12000,1509,0,1
champ_dawnwisp@3|enemy_drained_stalker@2,enemy_heavy_knight|enemy_signal_drummer@3,cloudy,draw,12060,596,0,1
champ_eclipse_jaguar@3|champ_tempest_eel,champ_grovekeeper_tapir|enemy_hexblade_officer@3,cloudy,win,10800,890,0,0
champ_aurion@2|enemy_maw_of_the_drowned,champ_frostplate_tortoise@3|enemy_capture_rig_wolf@2,cloudy,draw,12028,239,0,1
champ_aegis_tortoise@2|champ_thunderclap_gorilla,champ_thunderhoof_colt@3|enemy_reaver_of_the_reach,cloudy,loss,7825,0,2161,0
champ_hoarfrost_owl@3|enemy_brineblight_berserker@2,champ_mournhollow@2|enemy_riven_frost_wyrm,cloudy,draw,12029,1619,0,1
champ_sunspear_falcon@2|enemy_hexblade_officer@3,enemy_cold_iron_yeti@3|enemy_glacier_goliath@2,cloudy,draw,12064,868,0,1
champ_geode_beetle|enemy_drained_stalker,enemy_drowned_siren@3|enemy_inquisitor@3,cloudy,loss,4000,0,3894,0
champ_geode_beetle|champ_voltscale_mamba@2,enemy_heavy_knight@3|enemy_reaver_of_the_reach@3,cloudy,loss,3747,0,7254,0
champ_sunmane_lion@2|enemy_hexblade_officer@2,champ_wintermoth|enemy_cold_iron_yeti@3,cloudy,draw,12040,0,1329,1
champ_mournhollow|enemy_voltaic_diviner,champ_veldt_pronghorn@3|enemy_drowned_siren@3,cloudy,loss,6716,0,1967,0
champ_riptide_caiman@3|enemy_brineblight_berserker@2,champ_snowpelt_cub@3|enemy_powder_sapper@2,cloudy,win,6629,2721,0,0
champ_fogveil_moth@3|enemy_steam_engineer@3,champ_voltscale_mamba|enemy_stretcher_hand,cloudy,win,4648,3755,0,0
champ_will_o_fawn@3|enemy_signal_drummer@2,enemy_caged_storm_drake@3|enemy_veil_lord,cloudy,loss,5593,0,5058,0
champ_hollow_elk@2|enemy_grand_marshal@2,enemy_quarried_behemoth@3|enemy_stone_warden@2,cloudy,loss,9048,0,9492,0
champ_aurion@2|champ_hoarfrost_owl@2,enemy_capture_rig_wolf@3|enemy_steam_knight@3,cloudy,loss,6000,0,3900,0
champ_ember_salamander@3|champ_iceclaw_lynx@2,champ_sunmane_lion|enemy_flood_tyrant,cloudy,win,7200,891,0,0
champ_coppercrest_stork|enemy_shroud_killer@2,enemy_grand_marshal|enemy_levyman@2,cloudy,loss,5803,0,2164,0
champ_frostquill_porcupine@3|enemy_spymaster,champ_geode_beetle|enemy_drained_stalker@3,cloudy,win,4800,3858,0,0
champ_voltscale_mamba@3|enemy_maw_of_the_drowned,enemy_blight_lurker@2|enemy_levyman@3,cloudy,loss,11899,0,0,0
champ_coral_colossus@2|enemy_cold_iron_yeti,champ_veldt_pronghorn|enemy_flood_tyrant@3,cloudy,draw,12057,0,2949,1
champ_veldt_pronghorn|enemy_signal_drummer@3,enemy_blight_lurker@3|enemy_iron_maiden,cloudy,loss,7833,0,5521,0
champ_coral_colossus@3|champ_voltmane_jackal@2,champ_dusk_bat@2|champ_thunderhoof_colt,cloudy,win,5443,6211,0,0
champ_frostplate_tortoise@2|enemy_crossbow_levy,champ_reedbank_otter@3|champ_thunderhide_bison,cloudy,loss,8105,0,1550,0
champ_hoarfrost_owl@2|champ_riptide_caiman@2,enemy_field_chaplain@3|enemy_spymaster@3,cloudy,loss,4800,0,3295,0
champ_coppercrest_stork|champ_goldhide_rhino@2,champ_hollow_elk@3|enemy_gunslinger@2,cloudy,draw,12059,0,3146,1
champ_fogveil_moth@2|enemy_shaftmaw,enemy_brineblight_berserker|enemy_shroud_killer@3,cloudy,loss,5121,0,2560,0
champ_boulderhide_skink@3|champ_torrent_heron,champ_marsh_thrush@2|enemy_veil_lord@2,cloudy,win,8051,0,0,0
champ_aerion@2|enemy_storm_tyrant@3,champ_springfrog@2|enemy_field_chaplain@2,cloudy,win,3600,6415,0,0
champ_eclipse_jaguar@3|champ_snowpelt_cub,enemy_slag_sentinel@3|enemy_sundered_lord@3,cloudy,loss,11729,0,3849,0
champ_sparkfly|enemy_sundered_lord@2,enemy_gunslinger@3|enemy_quarry_crawler@2,cloudy,loss,5892,0,2646,0
champ_spectral_heron@3|enemy_thunder_bull@3,champ_torrent_heron@2|enemy_drowned_siren@3,cloudy,win,3795,6756,0,0
champ_hoarfrost_owl@3|enemy_conscript@2,enemy_archmagus_imperator|enemy_battlemage@3,cloudy,loss,9058,0,2368,0
champ_sparkfly@3|enemy_iron_collared_hound@2,enemy_cold_iron_yeti|enemy_pikeman@2,cloudy,win,9557,1527,0,0
champ_wintermoth@3|enemy_glacier_goliath@2,enemy_dredge_hulk|enemy_iron_maiden@3,cloudy,draw,12085,0,3082,1
champ_mournhollow@2|enemy_spymaster@2,champ_phantom_lynx@2|enemy_arcanist,cloudy,win,3600,2328,0,0
champ_ember_salamander@2|champ_iceclaw_lynx@3,champ_wintermoth@3|enemy_drained_stalker@2,cloudy,win,7200,3192,0,0
champ_thunderhide_bison|enemy_field_medic@2,enemy_lord_commander|enemy_stretcher_hand@2,cloudy,loss,9747,0,1202,0
champ_riptide_caiman|enemy_sergeant_at_arms@2,champ_thunderclap_gorilla@3|enemy_gunslinger@3,cloudy,loss,4718,0,5941,0
champ_snowpelt_cub@2|enemy_brineblight_berserker,enemy_archmagus_imperator|enemy_powder_sapper@2,cloudy,loss,8666,0,1070,0
champ_borealis@3|enemy_voltaic_diviner@2,champ_thunderhoof_colt@2|enemy_quarried_behemoth,cloudy,win,6595,4408,0,0
champ_torrent_heron|enemy_reaver_of_the_reach,enemy_company_guard@2|enemy_standard_bearer,cloudy,win,9573,880,0,0
champ_coppercrest_stork@3|champ_umbra@3,enemy_slag_sentinel|enemy_steam_engineer,cloudy,win,4331,6324,0,0
champ_dawnwisp@2|enemy_sergeant_at_arms@2,enemy_pikeman@2|enemy_thunder_bull,cloudy,loss,9123,0,1434,0
enemy_avalanche_engine@2|enemy_picket,enemy_caged_storm_drake@3|enemy_stretcher_hand,cloudy,loss,4862,0,3435,0
champ_frostquill_porcupine@2|enemy_slag_sentinel,champ_grovekeeper_tapir@2|enemy_sundered_lord,cloudy,win,8225,1784,0,0
champ_ember_salamander@3|champ_hoarfrost_owl,champ_reedbank_otter@2|enemy_stretcher_hand@2,cloudy,win,7200,784,0,0
champ_aerion@2|champ_sunspear_falcon@3,enemy_caged_storm_drake@2|enemy_stone_warden@2,cloudy,draw,12000,2901,0,1
enemy_avalanche_engine@2|enemy_levyman,enemy_heavy_knight@2|enemy_iron_collared_hound@2,cloudy,loss,10545,0,243,0
champ_spectral_heron@3|enemy_shroud_killer@3,enemy_stone_warden@2|enemy_stretcher_hand@3,cloudy,draw,12065,2276,0,1
champ_frostplate_tortoise@2|champ_granite_gorilla@2,champ_thunderhoof_colt@2|champ_voltmane_jackal@3,cloudy,draw,12024,0,1900,1
champ_glacierback_mammoth|enemy_glacier_goliath@2,champ_nerei@3|enemy_brineblight_berserker@2,cloudy,draw,12061,0,1573,1
champ_glade_heron@2|enemy_field_medic@3,champ_thunderhoof_colt@2|champ_will_o_fawn@3,cloudy,win,7295,2072,0,0
champ_granite_gorilla@2|champ_nightglass_mantis,champ_marshghast_boar@3|enemy_cold_iron_yeti@3,cloudy,loss,11312,0,8772,0
champ_boulderhide_skink|enemy_shroud_killer@3,champ_riptide_caiman@3|enemy_flood_tyrant@2,cloudy,loss,4296,0,4150,0
champ_storm_eagle@3|enemy_stormhawk@3,enemy_brineblight_berserker|enemy_quarry_crawler@3,cloudy,win,7200,3393,0,0
champ_glacierback_mammoth@2|enemy_stretcher_hand,enemy_battlemage@2|enemy_spymaster@3,cloudy,loss,7398,0,2339,0
champ_cliffeyrie_eagle@3|enemy_drained_stalker,enemy_avalanche_engine|enemy_quarried_behemoth@3,cloudy,draw,12000,0,2318,1
champ_frostquill_porcupine@2|champ_glade_heron@3,champ_torrent_heron@3|enemy_gunslinger,cloudy,win,3825,4398,0,0
champ_goldhide_rhino|enemy_iron_maiden@2,enemy_avalanche_engine@3|enemy_drowned_siren@2,cloudy,loss,9600,0,812,0
enemy_battlemage|enemy_drowned_siren@2,enemy_stormhawk@2|enemy_veil_lord@3,cloudy,loss,3600,0,5012,0
champ_aurion@2|champ_sunmane_lion,champ_frostplate_tortoise@2|enemy_caged_storm_drake@2,cloudy,win,11333,783,0,0
champ_phantom_lynx@3|enemy_shaftmaw,champ_voltmane_jackal@3|enemy_picket@3,cloudy,loss,6325,0,2872,0
champ_duskstep_marten@3|enemy_steam_engineer@2,enemy_field_medic|enemy_spymaster@2,cloudy,win,5860,3085,0,0
champ_cliffeyrie_eagle@2|champ_tempest_eel@3,enemy_capture_rig_wolf@2|enemy_shroud_killer,cloudy,win,3555,3599,0,0
champ_torrent_heron@2|enemy_voltaic_diviner@2,enemy_capture_rig_wolf@3|enemy_steam_engineer@3,cloudy,loss,5649,0,1888,0
champ_frostquill_porcupine@3|enemy_archmagus_imperator@3,champ_snowpelt_cub|enemy_drained_stalker@3,cloudy,win,4142,7180,0,0
champ_marsh_thrush|champ_sunspear_falcon@2,champ_springfrog@3|enemy_glacier_goliath,cloudy,draw,12068,0,336,1
champ_iceclaw_lynx@2|enemy_reaver_of_the_reach,enemy_company_captain@2|enemy_levyman,cloudy,win,7200,2245,0,0
champ_hollow_elk|champ_voltscale_mamba,champ_permafrost_walrus@3|champ_riptide_caiman@3,cloudy,loss,3975,0,3956,0
champ_phantom_lynx|enemy_drained_stalker@3,enemy_battlemage|enemy_thunder_bull@3,cloudy,loss,6769,0,2685,0
champ_borealis@2|enemy_riflemaster@3,champ_dawnwisp@2|champ_voltscale_mamba@3,cloudy,win,4051,4839,0,0
enemy_avalanche_engine@3|enemy_thunder_bull,enemy_levyman@3|enemy_steam_engineer,cloudy,win,6103,2184,0,0
champ_duskstep_marten@2|enemy_archmagus_imperator,champ_tempest_eel|enemy_caged_storm_drake@3,cloudy,loss,7121,0,3144,0
champ_grovekeeper_tapir|enemy_caged_banshee,champ_snowpelt_cub|enemy_iron_maiden@3,cloudy,loss,9601,0,5932,0
champ_aegis_tortoise@2|enemy_riflemaster@3,champ_hoarfrost_owl@3|champ_tempest_eel,cloudy,win,6615,3733,0,0
champ_granite_gorilla|enemy_levyman,champ_marshghast_boar@3|champ_spectral_heron@3,cloudy,loss,7200,0,9352,0
champ_eclipse_jaguar@3|enemy_maw_of_the_drowned@2,champ_pebbleback_pangolin@2|enemy_reaver_of_the_reach,cloudy,win,5579,4582,0,0
champ_frostquill_porcupine@3|enemy_grand_marshal@2,enemy_cold_iron_yeti@3|enemy_steam_knight@3,cloudy,win,9060,3222,0,0
champ_frostplate_tortoise@2|enemy_drowned_siren@2,champ_goldcrest_lark@3|champ_mournhollow@2,cloudy,loss,8957,0,3491,0
champ_coppercrest_stork@2|champ_coral_colossus@3,champ_glade_heron@3|champ_grovekeeper_tapir@3,cloudy,draw,12092,0,1265,1
champ_boulderhide_skink@2|champ_granite_gorilla@2,champ_glacierback_mammoth@3|enemy_stone_warden@3,cloudy,loss,7773,0,13513,0
champ_goldhide_rhino@2|champ_sparkfly@2,champ_pebbleback_pangolin|enemy_pikeman@2,cloudy,draw,12044,1739,0,1
champ_aurion@2|enemy_archmagus_imperator,champ_snowpelt_cub@2|enemy_reaver_of_the_reach@2,cloudy,win,7200,2242,0,0
champ_cliffeyrie_eagle|champ_duskstep_marten@2,enemy_field_chaplain|enemy_standard_bearer@3,cloudy,win,7200,2189,0,0
champ_ember_salamander@2|enemy_drained_stalker@3,champ_glacierback_mammoth@2|enemy_grand_marshal@3,cloudy,loss,5431,0,6784,0
champ_coral_colossus@2|enemy_stone_warden@2,champ_torrent_heron@2|enemy_hollowed_wisp@3,cloudy,win,8096,4737,0,0
champ_eclipse_jaguar|champ_goldhide_rhino@2,champ_sunspear_falcon@3|enemy_signal_drummer@2,cloudy,loss,6293,0,3407,0
champ_thunderhoof_colt|enemy_iron_collared_hound@2,enemy_brineblight_berserker|enemy_riflemaster@3,cloudy,loss,4051,0,3469,0
champ_phantom_lynx@3|enemy_shaftmaw@3,enemy_drowned_siren|enemy_heavy_knight@3,cloudy,win,9600,1427,0,0
champ_glacierback_mammoth@2|enemy_riflemaster,enemy_archmagus_imperator@3|enemy_hierarch@2,cloudy,loss,10000,0,3743,0
enemy_cannoneer@2|enemy_frost_sovereign@3,enemy_company_guard@3|enemy_thunder_bull,cloudy,win,8382,5592,0,0
champ_dawnwisp@3|champ_goldhide_rhino@2,enemy_company_captain@3|enemy_inquisitor@3,cloudy,draw,12077,0,902,1
champ_permafrost_walrus@3|enemy_conscript@2,enemy_maw_of_the_drowned|enemy_steam_knight,cloudy,win,5202,1004,0,0
champ_aurion@3|champ_voltmane_jackal,champ_marshghast_boar@3|champ_sunmane_lion,cloudy,draw,12053,2760,0,1
champ_frostquill_porcupine|enemy_cold_iron_yeti@3,enemy_cannoneer|enemy_drowned_siren@2,cloudy,win,5126,5163,0,0
champ_voltmane_jackal@2|enemy_lord_commander@2,enemy_quarry_crawler@3|enemy_spymaster,cloudy,loss,8279,0,646,0
champ_frostquill_porcupine@3|enemy_voltaic_diviner@3,champ_glade_heron@2|enemy_steam_knight@3,cloudy,win,6601,2985,0,0
champ_duskstep_marten@3|champ_glade_heron@2,enemy_dredge_hulk@2|enemy_frost_sovereign,cloudy,draw,12053,1487,0,1
champ_frostquill_porcupine@2|enemy_conscript@3,champ_granite_gorilla|enemy_battlemage@2,cloudy,win,5617,2686,0,0
enemy_conscript@2|enemy_sergeant_at_arms,enemy_drowned_siren@2|enemy_hexblade_officer,cloudy,win,10122,17,0,0
champ_fogveil_moth@3|champ_veldt_pronghorn@3,champ_hollow_elk|enemy_sergeant_at_arms@3,cloudy,win,10640,2932,0,0
champ_duskstep_marten|enemy_maw_of_the_drowned@3,enemy_picket@3|enemy_reaver_of_the_reach,cloudy,win,5061,4159,0,0
champ_iceclaw_lynx|enemy_battlemage@3,enemy_flood_tyrant@3|enemy_thunder_bull,cloudy,loss,6489,0,3825,0
champ_glade_heron@2|enemy_avalanche_engine@3,champ_tempest_eel@2|enemy_powder_sapper@3,cloudy,win,3691,1564,0,0
champ_dawnwisp@3|champ_thunderhide_bison,champ_veilfang_wolf|enemy_riven_frost_wyrm@2,cloudy,loss,7319,0,2694,0
champ_glacierback_mammoth@2|champ_reedbank_otter,champ_wraithorn_stag@3|enemy_maw_of_the_drowned@3,cloudy,loss,6285,0,6458,0
champ_reedbank_otter@3|enemy_drowned_siren,champ_will_o_fawn@3|enemy_cold_iron_yeti@2,cloudy,win,11289,835,0,0
enemy_arcanist@2|enemy_cold_iron_yeti,enemy_company_guard|enemy_storm_tyrant@2,cloudy,win,7200,146,0,0
champ_reedbank_otter@2|enemy_conscript,enemy_picket@3|enemy_signal_drummer,cloudy,loss,6223,0,1119,0
champ_boulderhide_skink@3|champ_sunmane_lion@2,champ_mirage_caracal@3|champ_sunspear_falcon@2,cloudy,loss,4800,0,2599,0
champ_goldcrest_lark@3|enemy_stormhawk@2,champ_voltscale_mamba|enemy_picket@3,cloudy,loss,8044,0,1033,0
enemy_picket|enemy_standard_bearer@3,enemy_shaftmaw@3|enemy_stretcher_hand,cloudy,loss,7294,0,1777,0
champ_aerion|champ_mirage_caracal@3,champ_hoarfrost_owl@2|enemy_pikeman@2,cloudy,win,4800,3865,0,0
champ_springfrog@2|enemy_storm_tyrant@2,champ_veilfang_wolf@2|enemy_company_guard@3,cloudy,draw,12059,0,430,1
champ_dawnwisp@2|enemy_stretcher_hand,champ_fogveil_moth@3|champ_sunspear_falcon@2,cloudy,loss,4052,0,4287,0
champ_permafrost_walrus@3|enemy_blight_lurker,enemy_company_captain@2|enemy_drowned_siren@2,cloudy,win,4800,2418,0,0
champ_umbra@3|enemy_voltaic_diviner@3,champ_will_o_fawn@3|champ_wraithorn_stag@3,cloudy,win,7327,3727,0,0
champ_cliffeyrie_eagle|enemy_spymaster,champ_frostplate_tortoise@2|enemy_iron_collared_hound@2,cloudy,win,7555,1098,0,0
champ_geode_beetle@3|enemy_arcanist,enemy_hexblade_officer@2|enemy_quarried_behemoth@2,cloudy,loss,10476,0,3785,0
champ_iceclaw_lynx@3|champ_wintermoth,champ_veilfang_wolf|enemy_battlemage,cloudy,win,6783,2805,0,0
champ_sunspear_falcon@2|enemy_cold_iron_yeti@3,enemy_drained_stalker@2|enemy_sergeant_at_arms@2,cloudy,win,5743,5562,0,0
champ_frostfang_wolverine@2|enemy_riflemaster@3,champ_voltmane_jackal@2|enemy_pikeman@3,cloudy,win,8666,1962,0,0
enemy_grand_marshal|enemy_inquisitor@3,enemy_riflemaster|enemy_stretcher_hand@3,cloudy,win,5334,3646,0,0
champ_boulderhide_skink@2|enemy_sergeant_at_arms@3,enemy_stone_warden|enemy_veil_lord@2,cloudy,loss,11729,0,2389,0
enemy_arcanist@2|enemy_stormhawk,enemy_heavy_knight@2|enemy_picket@2,cloudy,win,4800,1636,0,0
champ_glade_heron@2|champ_wintermoth@3,champ_permafrost_walrus@3|enemy_hierarch@2,cloudy,loss,7737,0,1316,0
champ_grovekeeper_tapir@2|champ_permafrost_walrus,champ_nightglass_mantis@3|champ_torrent_heron@2,cloudy,loss,7200,0,2355,0
champ_eclipse_jaguar@3|champ_hoarfrost_owl,enemy_cannoneer@2|enemy_stone_warden,cloudy,draw,12000,0,1713,1
champ_aerion|champ_dusk_bat@2,enemy_caged_storm_drake@2|enemy_riven_frost_wyrm,cloudy,loss,9252,0,1403,0
champ_iceclaw_lynx@2|champ_permafrost_walrus,enemy_glacier_goliath|enemy_stone_warden,cloudy,loss,11591,0,1096,0
champ_coral_colossus|enemy_crossbow_levy@2,champ_ember_salamander|enemy_caged_storm_drake@3,cloudy,loss,7200,0,3977,0
enemy_archmagus_imperator@3|enemy_thunder_bull@3,enemy_field_chaplain@2|enemy_shroud_killer@2,cloudy,win,4000,6913,0,0
champ_glade_heron@2|champ_thunderhide_bison@2,enemy_company_captain|enemy_standard_bearer,cloudy,win,5249,2809,0,0
champ_glacierback_mammoth@3|enemy_conscript@2,champ_thunderclap_gorilla@2|enemy_stretcher_hand@3,cloudy,draw,12054,2257,0,1
champ_aerion|enemy_gunslinger@3,champ_marshghast_boar@3|enemy_conscript@2,cloudy,draw,12077,0,648,1
champ_granite_gorilla|enemy_blight_lurker@3,champ_riptide_caiman|enemy_iron_collared_hound@3,cloudy,loss,9208,0,1849,0
enemy_company_guard@2|enemy_glacier_goliath@3,enemy_drained_stalker@2|enemy_stone_warden@3,cloudy,draw,12089,0,5274,1
champ_coral_colossus@3|champ_phantom_lynx@2,champ_umbra@2|enemy_storm_tyrant@3,cloudy,draw,12098,0,1868,1
enemy_cannoneer@2|enemy_inquisitor@2,enemy_crossbow_levy@2|enemy_reaver_of_the_reach@2,cloudy,win,6256,1640,0,0
champ_fogveil_moth@2|enemy_caged_storm_drake@2,champ_umbra@3|champ_will_o_fawn@3,cloudy,loss,6615,0,4352,0
enemy_capture_rig_wolf|enemy_powder_sapper@3,enemy_conscript|enemy_quarried_behemoth,cloudy,win,9824,10,0,0
champ_glade_heron@2|enemy_iron_collared_hound@2,enemy_hierarch|enemy_spymaster,cloudy,win,6044,1910,0,0
champ_borealis|enemy_field_chaplain@2,champ_fogveil_moth|champ_veilfang_wolf@2,cloudy,draw,12017,0,0,1
champ_borealis@2|enemy_capture_rig_wolf,champ_marshghast_boar|champ_voltmane_jackal@2,cloudy,draw,12038,849,0,1
champ_goldcrest_lark@2|champ_voltmane_jackal@3,champ_springfrog@2|champ_thunderhide_bison@2,cloudy,draw,12061,856,0,1
champ_fogveil_moth|champ_marsh_thrush@3,champ_phantom_lynx@3|champ_voltscale_mamba@3,cloudy,loss,7200,0,1714,0
