team_a,team_b,weather,outcome,duration_ticks,hp_remaining_a,hp_remaining_b,timed_out
champ_mirewarden_toad@2|champ_mournhollow@3,champ_permafrost_walrus@3|enemy_glacier_goliath@2,clear,win,7333,3939,0,0
champ_aurion@3|enemy_dredge_hulk@2,champ_frostplate_tortoise@3|champ_thunderhoof_colt,clear,win,10800,4319,0,0
enemy_company_captain|enemy_picket,enemy_riflemaster@3|enemy_sergeant_at_arms@2,clear,loss,3692,0,4579,0
champ_geode_beetle|champ_thunderclap_gorilla,champ_nerei|champ_thunderhoof_colt@2,clear,loss,8815,0,427,0
champ_aurion|champ_geode_beetle@2,champ_thunderclap_gorilla@2|enemy_powder_sapper@3,clear,loss,5529,0,1523,0
champ_eclipse_jaguar|champ_glade_heron@2,enemy_cannoneer@2|enemy_grand_marshal@3,clear,loss,4718,0,5941,0
champ_frostfang_wolverine@2|champ_torrent_heron@3,champ_goldcrest_lark|champ_spectral_heron@2,clear,win,4800,1270,0,0
champ_duskstep_marten|enemy_shaftmaw,champ_frostquill_porcupine@3|champ_pebbleback_pangolin@2,clear,loss,3692,0,4763,0
champ_umbra|enemy_conscript,enemy_powder_sapper|enemy_shroud_killer@3,clear,loss,4859,0,2160,0
champ_goldcrest_lark@2|champ_veilfang_wolf@3,enemy_iron_maiden@2|enemy_thunder_bull@3,clear,draw,12065,0,34,1
champ_reedbank_otter@2|enemy_shroud_killer@2,enemy_blight_lurker@3|enemy_inquisitor,clear,loss,8788,0,2503,0
champ_ember_salamander@2|enemy_quarried_behemoth@2,enemy_slag_sentinel@2|enemy_thunder_bull,clear,win,8121,3390,0,0
champ_ember_salamander|enemy_thunder_bull,champ_riptide_caiman@3|champ_sunmane_lion,clear,loss,4667,0,3106,0
champ_thunderclap_gorilla|champ_thunderhide_bison,enemy_drowned_siren@2|enemy_voltaic_diviner@3,clear,loss,6345,0,273,0
champ_permafrost_walrus|enemy_signal_drummer@3,champ_sunmane_lion|enemy_stone_warden@3,clear,loss,5678,0,9073,0
champ_coral_colossus@3|champ_dusk_bat,champ_thunderhide_bison@3|enemy_maw_of_the_drowned@2,clear,draw,12086,0,0,1
champ_aegis_tortoise@2|champ_iceclaw_lynx@3,champ_ember_salamander@3|enemy_maw_of_the_drowned,clear,win,7200,3187,0,0
champ_nerei@3|enemy_stone_warden@3,enemy_reaver_of_the_reach@2|enemy_signal_drummer@3,clear,win,4666,12800,0,0
enemy_capture_rig_wolf@3|enemy_dredge_hulk@3,enemy_riflemaster@2|enemy_thunder_bull@2,clear,win,7152,6184,0,0
champ_duskstep_marten|champ_ember_salamander,champ_marsh_thrush|champ_umbra@2,clear,loss,5051,0,2426,0
champ_thunderhoof_colt@3|enemy_reaver_of_the_reach@2,enemy_drained_stalker@2|enemy_dredge_hulk@3,clear,loss,11091,0,3955,0
champ_cliffeyrie_eagle@2|champ_riptide_caiman@2,champ_thunderhide_bison@3|enemy_flood_tyrant,clear,loss,10800,0,858,0
champ_dawnwisp@3|champ_mirewarden_toad@2,champ_springfrog|enemy_frost_sovereign@2,clear,draw,12055,0,698,1
champ_fogveil_moth@3|enemy_crossbow_levy@3,enemy_gunslinger|enemy_levyman,clear,win,4565,3690,0,0
champ_sunspear_falcon@2|enemy_heavy_knight@2,enemy_cannoneer@3|enemy_voltaic_diviner@2,clear,loss,6769,0,1681,0
champ_hoarfrost_owl|champ_sunmane_lion@2,champ_hollow_elk@2|enemy_steam_engineer@2,clear,win,9627,1400,0,0
champ_fogveil_moth@3|champ_iceclaw_lynx@3,champ_marshghast_boar@2|champ_snowpelt_cub@3,clear,draw,12000,4049,0,1
champ_boulderhide_skink@2|champ_frostplate_tortoise@2,champ_spectral_heron@3|enemy_sergeant_at_arms,clear,loss,6196,0,3516,0
champ_thunderhide_bison|enemy_crossbow_levy@3,enemy_powder_sapper|enemy_riflemaster@2,clear,win,6000,965,0,0
champ_mirage_caracal@3|champ_tempest_eel@2,enemy_drained_stalker@2|enemy_steam_knight,clear,win,4800,2751,0,0
enemy_crossbow_levy@2|enemy_quarry_crawler@3,enemy_grand_marshal@3|enemy_spymaster@2,clear,loss,5431,0,4628,0
champ_glade_heron@2|enemy_company_guard@2,champ_reedbank_otter@2|enemy_levyman@3,clear,loss,11394,0,1044,0
champ_coppercrest_stork@3|enemy_riven_frost_wyrm,champ_voltmane_jackal|enemy_conscript@3,clear,loss,8666,0,1756,0
champ_riptide_caiman|enemy_stretcher_hand,enemy_quarried_behemoth|enemy_reaver_of_the_reach,clear,win,8666,540,0,0
champ_geode_beetle@3|enemy_stormhawk@2,champ_veldt_pronghorn@3|champ_voltscale_mamba@3,clear,loss,6100,0,2573,0
champ_goldhide_rhino|enemy_field_medic@3,champ_torrent_heron@3|enemy_thunder_bull@2,clear,loss,8788,0,2132,0
champ_frostplate_tortoise@2|enemy_flood_tyrant,champ_wraithorn_stag@2|enemy_capture_rig_wolf@3,clear,loss,6097,0,2514,0
champ_thunderhide_bison|enemy_gunslinger@2,enemy_cannoneer@2|enemy_storm_tyrant,clear,loss,5333,0,2269,0
champ_coppercrest_stork@3|champ_marshghast_boar@3,enemy_flood_tyrant|enemy_hollowed_wisp@2,clear,win,8630,6570,0,0
champ_coppercrest_stork|enemy_lord_commander@3,champ_frostplate_tortoise|enemy_drowned_siren@2,clear,win,5431,3933,0,0
champ_borealis@2|enemy_stormhawk@3,champ_sunmane_lion@3|enemy_quarried_behemoth@2,clear,loss,9389,0,3705,0
champ_lostlight_wisp@2|champ_voltscale_mamba,enemy_cold_iron_yeti|enemy_veil_lord@2,clear,loss,7200,0,3291,0
champ_mournhollow|enemy_hollowed_wisp@2,enemy_archmagus_imperator@3|enemy_signal_drummer,clear,loss,5125,0,3626,0
champ_glade_heron@3|champ_voltmane_jackal,champ_springfrog|champ_veilfang_wolf@3,clear,win,9537,1532,0,0
champ_granite_gorilla@2|enemy_lord_commander@3,champ_nightglass_mantis@3|champ_sunmane_lion@2,clear,win,7283,2608,0,0
champ_aegis_tortoise|enemy_stone_warden,enemy_cannoneer@3|enemy_hierarch@3,clear,loss,9333,0,5824,0
champ_iceclaw_lynx|enemy_steam_engineer@2,champ_thunderhide_bison@3|enemy_heavy_knight,clear,loss,6634,0,3246,0
champ_sparkfly@2|enemy_flood_tyrant@2,enemy_drowned_siren@3|enemy_maw_of_the_drowned,clear,win,7334,1850,0,0
champ_glade_heron@2|champ_reedbank_otter@2,champ_goldcrest_lark|enemy_field_chaplain@3,clear,win,8171,1948,0,0
champ_thunderhide_bison|enemy_crossbow_levy@3,enemy_glacier_goliath@3|enemy_voltaic_diviner,clear,loss,11754,0,1978,0
champ_boulderhide_skink@3|champ_goldcrest_lark@3,enemy_sergeant_at_arms@3|enemy_slag_sentinel@2,clear,draw,12000,1565,0,1
champ_dusk_bat|enemy_cold_iron_yeti@2,enemy_field_chaplain@3|enemy_levyman@2,clear,draw,12056,0,1110,1
champ_lostlight_wisp|champ_snowpelt_cub@3,champ_veilfang_wolf|enemy_maw_of_the_drowned,clear,draw,12046,0,333,1
champ_dawnwisp@3|enemy_drained_stalker@2,enemy_heavy_knight|enemy_signal_drummer@3,clear,draw,12059,0,0,1
champ_aegis_tortoise@2|champ_thunderclap_gorilla,champ_thunderhoof_colt@3|enemy_reaver_of_the_reach,clear,loss,7571,0,2114,0
champ_hoarfrost_owl@3|enemy_brineblight_berserker@2,champ_mournhollow@2|enemy_riven_frost_wyrm,clear,draw,12064,218,0,1
champ_aurion@2|enemy_maw_of_the_drowned,champ_frostplate_tortoise@3|enemy_capture_rig_wolf@2,clear,draw,12000,574,0,1
champ_eclipse_jaguar@3|champ_tempest_eel,champ_grovekeeper_tapir|enemy_hexblade_officer@3,clear,draw,12000,417,0,1
champ_sunspear_falcon@2|enemy_hexblade_officer@3,enemy_cold_iron_yeti@3|enemy_glacier_goliath@2,clear,draw,12026,2572,0,1
champ_mournhollow|enemy_voltaic_diviner,champ_veldt_pronghorn@3|enemy_drowned_siren@3,clear,loss,6716,0,1585,0
champ_sunmane_lion@2|enemy_hexblade_officer@2,champ_wintermoth|enemy_cold_iron_yeti@3,clear,draw,12045,0,1209,1
champ_geode_beetle|enemy_drained_stalker,enemy_drowned_siren@3|enemy_inquisitor@3,clear,loss,4000,0,3893,0
champ_geode_beetle|champ_voltscale_mamba@2,enemy_heavy_knight@3|enemy_reaver_of_the_reach@3,clear,loss,3600,0,7170,0
champ_riptide_caiman@3|enemy_brineblight_berserker@2,champ_snowpelt_cub@3|enemy_powder_sapper@2,clear,win,6760,2721,0,0
champ_fogveil_moth@3|enemy_steam_engineer@3,champ_voltscale_mamba|enemy_stretcher_hand,clear,win,4431,3773,0,0
champ_hollow_elk@2|enemy_grand_marshal@2,enemy_quarried_behemoth@3|enemy_stone_warden@2,clear,loss,10303,0,9215,0
champ_will_o_fawn@3|enemy_signal_drummer@2,enemy_caged_storm_drake@3|enemy_veil_lord,clear,loss,5333,0,5058,0
champ_voltscale_mamba@3|enemy_maw_of_the_drowned,enemy_blight_lurker@2|enemy_levyman@3,clear,loss,11515,0,0,0
champ_aurion@2|champ_hoarfrost_owl@2,enemy_capture_rig_wolf@3|enemy_steam_knight@3,clear,loss,6000,0,3900,0
champ_ember_salamander@3|champ_iceclaw_lynx@2,champ_sunmane_lion|enemy_flood_tyrant,clear,win,7200,1003,0,0
champ_coppercrest_stork|enemy_shroud_killer@2,enemy_grand_marshal|enemy_levyman@2,clear,loss,5803,0,1927,0
champ_frostquill_porcupine@3|enemy_spymaster,champ_geode_beetle|enemy_drained_stalker@3,clear,win,4800,3778,0,0
champ_coral_colossus@3|champ_voltmane_jackal@2,champ_dusk_bat@2|champ_thunderhoof_colt,clear,win,5543,6211,0,0
champ_veldt_pronghorn|enemy_signal_drummer@3,enemy_blight_lurker@3|enemy_iron_maiden,clear,loss,8243,0,5521,0
champ_coral_colossus@2|enemy_cold_iron_yeti,champ_veldt_pronghorn|enemy_flood_tyrant@3,clear,draw,12039,0,3486,1
champ_boulderhide_skink@3|champ_torrent_heron,champ_marsh_thrush@2|enemy_veil_lord@2,clear,win,7200,85,0,0
champ_fogveil_moth@2|enemy_shaftmaw,enemy_brineblight_berserker|enemy_shroud_killer@3,clear,loss,4000,0,2738,0
champ_aerion@2|enemy_storm_tyrant@3,champ_springfrog@2|enemy_field_chaplain@2,clear,win,3600,6415,0,0
champ_eclipse_jaguar@3|champ_snowpelt_cub,enemy_slag_sentinel@3|enemy_sundered_lord@3,clear,loss,9333,0,4356,0
champ_frostplate_tortoise@2|enemy_crossbow_levy,champ_reedbank_otter@3|champ_thunderhide_bison,clear,loss,7823,0,1602,0
champ_coppercrest_stork|champ_goldhide_rhino@2,champ_hollow_elk@3|enemy_gunslinger@2,clear,draw,12055,0,3249,1
champ_hoarfrost_owl@2|champ_riptide_caiman@2,enemy_field_chaplain@3|enemy_spymaster@3,clear,loss,4800,0,3295,0
champ_sparkfly|enemy_sundered_lord@2,enemy_gunslinger@3|enemy_quarry_crawler@2,clear,loss,5976,0,2516,0
champ_wintermoth@3|enemy_glacier_goliath@2,enemy_dredge_hulk|enemy_iron_maiden@3,clear,draw,12082,0,3371,1
champ_hoarfrost_owl@3|enemy_conscript@2,enemy_archmagus_imperator|enemy_battlemage@3,clear,loss,8000,0,2439,0
champ_spectral_heron@3|enemy_thunder_bull@3,champ_torrent_heron@2|enemy_drowned_siren@3,clear,win,3549,6931,0,0
champ_sparkfly@3|enemy_iron_collared_hound@2,enemy_cold_iron_yeti|enemy_pikeman@2,clear,win,9600,1496,0,0
champ_mournhollow@2|enemy_spymaster@2,champ_phantom_lynx@2|enemy_arcanist,clear,win,3600,2328,0,0
champ_ember_salamander@2|champ_iceclaw_lynx@3,champ_wintermoth@3|enemy_drained_stalker@2,clear,win,7200,3161,0,0
champ_riptide_caiman|enemy_sergeant_at_arms@2,champ_thunderclap_gorilla@3|enemy_gunslinger@3,clear,loss,4718,0,5941,0
champ_borealis@3|enemy_voltaic_diviner@2,champ_thunderhoof_colt@2|enemy_quarried_behemoth,clear,win,5432,4513,0,0
champ_coppercrest_stork@3|champ_umbra@3,enemy_slag_sentinel|enemy_steam_engineer,clear,win,4431,6461,0,0
champ_thunderhide_bison|enemy_field_medic@2,enemy_lord_commander|enemy_stretcher_hand@2,clear,loss,9747,0,1202,0
champ_snowpelt_cub@2|enemy_brineblight_berserker,enemy_archmagus_imperator|enemy_powder_sapper@2,clear,loss,7200,0,1282,0
champ_torrent_heron|enemy_reaver_of_the_reach,enemy_company_guard@2|enemy_standard_bearer,clear,win,10800,739,0,0
champ_frostquill_porcupine@2|enemy_slag_sentinel,champ_grovekeeper_tapir@2|enemy_sundered_lord,clear,win,7944,1670,0,0
champ_dawnwisp@2|enemy_sergeant_at_arms@2,enemy_pikeman@2|enemy_thunder_bull,clear,loss,9036,0,1474,0
enemy_avalanche_engine@2|enemy_picket,enemy_caged_storm_drake@3|enemy_stretcher_hand,clear,loss,4666,0,3586,0
champ_aerion@2|champ_sunspear_falcon@3,enemy_caged_storm_drake@2|enemy_stone_warden@2,clear,win,9693,3859,0,0
champ_frostplate_tortoise@2|champ_granite_gorilla@2,champ_thunderhoof_colt@2|champ_voltmane_jackal@3,clear,loss,9333,0,2860,0
champ_spectral_heron@3|enemy_shroud_killer@3,enemy_stone_warden@2|enemy_stretcher_hand@3,clear,win,9753,4691,0,0
champ_granite_gorilla@2|champ_nightglass_mantis,champ_marshghast_boar@3|enemy_cold_iron_yeti@3,clear,loss,9411,0,9152,0
champ_ember_salamander@3|champ_hoarfrost_owl,champ_reedbank_otter@2|enemy_stretcher_hand@2,clear,win,6196,1148,0,0
champ_cliffeyrie_eagle@3|enemy_drained_stalker,enemy_avalanche_engine|enemy_quarried_behemoth@3,clear,loss,10800,0,3475,0
enemy_avalanche_engine@2|enemy_levyman,enemy_heavy_knight@2|enemy_iron_collared_hound@2,clear,loss,10545,0,377,0
champ_storm_eagle@3|enemy_stormhawk@3,enemy_brineblight_berserker|enemy_quarry_crawler@3,clear,win,4800,5052,0,0
champ_glacierback_mammoth|enemy_glacier_goliath@2,champ_nerei@3|enemy_brineblight_berserker@2,clear,draw,12071,0,1408,1
champ_glade_heron@2|enemy_field_medic@3,champ_thunderhoof_colt@2|champ_will_o_fawn@3,clear,win,7329,1917,0,0
champ_boulderhide_skink|enemy_shroud_killer@3,champ_riptide_caiman@3|enemy_flood_tyrant@2,clear,loss,4380,0,3978,0
champ_frostquill_porcupine@2|champ_glade_heron@3,champ_torrent_heron@3|enemy_gunslinger,clear,win,3812,4412,0,0
champ_phantom_lynx@3|enemy_shaftmaw,champ_voltmane_jackal@3|enemy_picket@3,clear,loss,6000,0,2972,0
enemy_battlemage|enemy_drowned_siren@2,enemy_stormhawk@2|enemy_veil_lord@3,clear,loss,3600,0,5012,0
champ_duskstep_marten@3|enemy_steam_engineer@2,enemy_field_medic|enemy_spymaster@2,clear,win,6225,3063,0,0
champ_glacierback_mammoth@2|enemy_stretcher_hand,enemy_battlemage@2|enemy_spymaster@3,clear,loss,7398,0,2339,0
champ_goldhide_rhino|enemy_iron_maiden@2,enemy_avalanche_engine@3|enemy_drowned_siren@2,clear,loss,11490,0,315,0
champ_torrent_heron@2|enemy_voltaic_diviner@2,enemy_capture_rig_wolf@3|enemy_steam_engineer@3,clear,loss,5526,0,1908,0
champ_cliffeyrie_eagle@2|champ_tempest_eel@3,enemy_capture_rig_wolf@2|enemy_shroud_killer,clear,win,3764,3693,0,0
champ_marsh_thrush|champ_sunspear_falcon@2,champ_springfrog@3|enemy_glacier_goliath,clear,draw,12064,0,470,1
champ_aurion@2|champ_sunmane_lion,champ_frostplate_tortoise@2|enemy_caged_storm_drake@2,clear,win,11333,626,0,0
champ_frostquill_porcupine@3|enemy_archmagus_imperator@3,champ_snowpelt_cub|enemy_drained_stalker@3,clear,win,4205,7176,0,0
champ_phantom_lynx|enemy_drained_stalker@3,enemy_battlemage|enemy_thunder_bull@3,clear,loss,6097,0,2611,0
champ_iceclaw_lynx@2|enemy_reaver_of_the_reach,enemy_company_captain@2|enemy_levyman,clear,win,7200,2245,0,0
champ_borealis@2|enemy_riflemaster@3,champ_dawnwisp@2|champ_voltscale_mamba@3,clear,win,4051,4839,0,0
champ_hollow_elk|champ_voltscale_mamba,champ_permafrost_walrus@3|champ_riptide_caiman@3,clear,loss,4031,0,3949,0
champ_duskstep_marten@2|enemy_archmagus_imperator,champ_tempest_eel|enemy_caged_storm_drake@3,clear,loss,5333,0,3367,0
enemy_avalanche_engine@3|enemy_thunder_bull,enemy_levyman@3|enemy_steam_engineer,clear,win,6196,2184,0,0
champ_eclipse_jaguar@3|enemy_maw_of_the_drowned@2,champ_pebbleback_pangolin@2|enemy_reaver_of_the_reach,clear,win,4666,4765,0,0
champ_grovekeeper_tapir|enemy_caged_banshee,champ_snowpelt_cub|enemy_iron_maiden@3,clear,loss,8761,0,6260,0
champ_granite_gorilla|enemy_levyman,champ_marshghast_boar@3|champ_spectral_heron@3,clear,loss,4800,0,9620,0
champ_frostquill_porcupine@3|enemy_grand_marshal@2,enemy_cold_iron_yeti@3|enemy_steam_knight@3,clear,win,8820,3306,0,0
champ_aegis_tortoise@2|enemy_riflemaster@3,champ_hoarfrost_owl@3|champ_tempest_eel,clear,win,6102,3769,0,0
champ_aurion@2|enemy_archmagus_imperator,champ_snowpelt_cub@2|enemy_reaver_of_the_reach@2,clear,win,6666,2509,0,0
champ_frostplate_tortoise@2|enemy_drowned_siren@2,champ_goldcrest_lark@3|champ_mournhollow@2,clear,loss,8360,0,3531,0
champ_boulderhide_skink@2|champ_granite_gorilla@2,champ_glacierback_mammoth@3|enemy_stone_warden@3,clear,loss,7299,0,13566,0
champ_coppercrest_stork@2|champ_coral_colossus@3,champ_glade_heron@3|champ_grovekeeper_tapir@3,clear,draw,12077,0,2528,1
champ_ember_salamander@2|enemy_drained_stalker@3,champ_glacierback_mammoth@2|enemy_grand_marshal@3,clear,loss,5431,0,6688,0
champ_goldhide_rhino@2|champ_sparkfly@2,champ_pebbleback_pangolin|enemy_pikeman@2,clear,draw,12025,2471,0,1
champ_thunderhoof_colt|enemy_iron_collared_hound@2,enemy_brineblight_berserker|enemy_riflemaster@3,clear,loss,4051,0,3469,0
champ_eclipse_jaguar|champ_goldhide_rhino@2,champ_sunspear_falcon@3|enemy_signal_drummer@2,clear,loss,6293,0,3468,0
champ_phantom_lynx@3|enemy_shaftmaw@3,enemy_drowned_siren|enemy_heavy_knight@3,clear,win,9600,1427,0,0
champ_coral_colossus@2|enemy_stone_warden@2,champ_torrent_heron@2|enemy_hollowed_wisp@3,clear,win,8428,4613,0,0
champ_glacierback_mammoth@2|enemy_riflemaster,enemy_archmagus_imperator@3|enemy_hierarch@2,clear,loss,9333,0,3849,0
champ_cliffeyrie_eagle|champ_duskstep_marten@2,enemy_field_chaplain|enemy_standard_bearer@3,clear,win,8308,2164,0,0
enemy_cannoneer@2|enemy_frost_sovereign@3,enemy_company_guard@3|enemy_thunder_bull,clear,win,8666,5592,0,0
champ_aurion@3|champ_voltmane_jackal,champ_marshghast_boar@3|champ_sunmane_lion,clear,draw,12061,2244,0,1
champ_voltmane_jackal@2|enemy_lord_commander@2,enemy_quarry_crawler@3|enemy_spymaster,clear,loss,8098,0,540,0
champ_duskstep_marten@3|champ_glade_heron@2,enemy_dredge_hulk@2|enemy_frost_sovereign,clear,win,10401,2371,0,0
champ_fogveil_moth@3|champ_veldt_pronghorn@3,champ_hollow_elk|enemy_sergeant_at_arms@3,clear,win,9800,2983,0,0
champ_permafrost_walrus@3|enemy_conscript@2,enemy_maw_of_the_drowned|enemy_steam_knight,clear,win,5314,1104,0,0
champ_frostquill_porcupine@3|enemy_voltaic_diviner@3,champ_glade_heron@2|enemy_steam_knight@3,clear,win,7282,2433,0,0
champ_dawnwisp@3|champ_goldhide_rhino@2,enemy_company_captain@3|enemy_inquisitor@3,clear,draw,12077,0,902,1
champ_frostquill_porcupine|enemy_cold_iron_yeti@3,enemy_cannoneer|enemy_drowned_siren@2,clear,win,4970,5163,0,0
champ_frostquill_porcupine@2|enemy_conscript@3,champ_granite_gorilla|enemy_battlemage@2,clear,win,5231,2731,0,0
enemy_conscript@2|enemy_sergeant_at_arms,enemy_drowned_siren@2|enemy_hexblade_officer,clear,win,9283,433,0,0
champ_duskstep_marten|enemy_maw_of_the_drowned@3,enemy_picket@3|enemy_reaver_of_the_reach,clear,win,5334,4051,0,0
champ_iceclaw_lynx|enemy_battlemage@3,enemy_flood_tyrant@3|enemy_thunder_bull,clear,loss,6815,0,3716,0
champ_glade_heron@2|enemy_avalanche_engine@3,champ_tempest_eel@2|enemy_powder_sapper@3,clear,win,3765,1528,0,0
champ_goldcrest_lark@3|enemy_stormhawk@2,champ_voltscale_mamba|enemy_picket@3,clear,loss,7642,0,1083,0
enemy_arcanist@2|enemy_cold_iron_yeti,enemy_company_guard|enemy_storm_tyrant@2,clear,win,7200,166,0,0
champ_glacierback_mammoth@2|champ_reedbank_otter,champ_wraithorn_stag@3|enemy_maw_of_the_drowned@3,clear,loss,6099,0,6458,0
champ_dawnwisp@3|champ_thunderhide_bison,champ_veilfang_wolf|enemy_riven_frost_wyrm@2,clear,loss,7319,0,2842,0
champ_reedbank_otter@2|enemy_conscript,enemy_picket@3|enemy_signal_drummer,clear,loss,6000,0,1287,0
champ_boulderhide_skink@3|champ_sunmane_lion@2,champ_mirage_caracal@3|champ_sunspear_falcon@2,clear,loss,4779,0,2729,0
enemy_picket|enemy_standard_bearer@3,enemy_shaftmaw@3|enemy_stretcher_hand,clear,loss,7614,0,1751,0
champ_reedbank_otter@3|enemy_drowned_siren,champ_will_o_fawn@3|enemy_cold_iron_yeti@2,clear,win,11260,854,0,0
champ_aerion|champ_mirage_caracal@3,champ_hoarfrost_owl@2|enemy_pikeman@2,clear,win,4800,3865,0,0
champ_geode_beetle@3|enemy_arcanist,enemy_hexblade_officer@2|enemy_quarried_behemoth@2,clear,loss,9333,0,3823,0
champ_cliffeyrie_eagle|enemy_spymaster,champ_frostplate_tortoise@2|enemy_iron_collared_hound@2,clear,win,7282,1098,0,0
champ_dawnwisp@2|enemy_stretcher_hand,champ_fogveil_moth@3|champ_sunspear_falcon@2,clear,loss,4052,0,4287,0
champ_umbra@3|enemy_voltaic_diviner@3,champ_will_o_fawn@3|champ_wraithorn_stag@3,clear,win,8666,2927,0,0
champ_permafrost_walrus@3|enemy_blight_lurker,enemy_company_captain@2|enemy_drowned_siren@2,clear,win,4800,2418,0,0
champ_springfrog@2|enemy_storm_tyrant@2,champ_veilfang_wolf@2|enemy_company_guard@3,clear,draw,12033,0,2463,1
champ_sunspear_falcon@2|enemy_cold_iron_yeti@3,enemy_drained_stalker@2|enemy_sergeant_at_arms@2,clear,win,5743,5520,0,0
champ_iceclaw_lynx@3|champ_wintermoth,champ_veilfang_wolf|enemy_battlemage,clear,win,6949,2730,0,0
enemy_grand_marshal|enemy_inquisitor@3,enemy_riflemaster|enemy_stretcher_hand@3,clear,win,5334,3646,0,0
champ_frostfang_wolverine@2|enemy_riflemaster@3,champ_voltmane_jackal@2|enemy_pikeman@3,clear,win,8666,1883,0,0
champ_iceclaw_lynx@2|champ_permafrost_walrus,enemy_glacier_goliath|enemy_stone_warden,clear,loss,11516,0,999,0
champ_glade_heron@2|champ_wintermoth@3,champ_permafrost_walrus@3|enemy_hierarch@2,clear,loss,7200,0,1413,0
champ_eclipse_jaguar@3|champ_hoarfrost_owl,enemy_cannoneer@2|enemy_stone_warden,clear,loss,10800,0,1767,0
champ_grovekeeper_tapir@2|champ_permafrost_walrus,champ_nightglass_mantis@3|champ_torrent_heron@2,clear,loss,5502,0,2269,0
enemy_arcanist@2|enemy_stormhawk,enemy_heavy_knight@2|enemy_picket@2,clear,win,4800,1636,0,0
champ_aerion|champ_dusk_bat@2,enemy_caged_storm_drake@2|enemy_riven_frost_wyrm,clear,loss,8666,0,1403,0
champ_boulderhide_skink@2|enemy_sergeant_at_arms@3,enemy_stone_warden|enemy_veil_lord@2,clear,draw,12073,0,712,1
champ_coral_colossus|enemy_crossbow_levy@2,champ_ember_salamander|enemy_caged_storm_drake@3,clear,loss,5333,0,4105,0
enemy_archmagus_imperator@3|enemy_thunder_bull@3,enemy_field_chaplain@2|enemy_shroud_killer@2,clear,win,4000,6913,0,0
champ_glacierback_mammoth@3|enemy_conscript@2,champ_thunderclap_gorilla@2|enemy_stretcher_hand@3,clear,draw,12054,2065,0,1
champ_glade_heron@2|champ_thunderhide_bison@2,enemy_company_captain|enemy_standard_bearer,clear,win,5276,2809,0,0
champ_granite_gorilla|enemy_blight_lurker@3,champ_riptide_caiman|enemy_iron_collared_hound@3,clear,loss,7967,0,2079,0
champ_aerion|enemy_gunslinger@3,champ_marshghast_boar@3|enemy_conscript@2,clear,draw,12071,0,906,1
enemy_capture_rig_wolf|enemy_powder_sapper@3,enemy_conscript|enemy_quarried_behemoth,clear,win,8060,509,0,0
enemy_cannoneer@2|enemy_inquisitor@2,enemy_crossbow_levy@2|enemy_reaver_of_the_reach@2,clear,win,6000,1572,0,0
champ_coral_colossus@3|champ_phantom_lynx@2,champ_umbra@2|enemy_storm_tyrant@3,clear,draw,12082,0,2511,1
enemy_company_guard@2|enemy_glacier_goliath@3,enemy_drained_stalker@2|enemy_stone_warden@3,clear,draw,12083,0,5590,1
champ_glade_heron@2|enemy_iron_collared_hound@2,enemy_hierarch|enemy_spymaster,clear,win,6010,1890,0,0
champ_fogveil_moth@2|enemy_caged_storm_drake@2,champ_umbra@3|champ_will_o_fawn@3,clear,loss,7186,0,4295,0
champ_borealis@2|enemy_capture_rig_wolf,champ_marshghast_boar|champ_voltmane_jackal@2,clear,draw,12038,646,0,1
champ_goldcrest_lark@2|champ_voltmane_jackal@3,champ_springfrog@2|champ_thunderhide_bison@2,clear,draw,12054,1223,0,1
champ_frostplate_tortoise|enemy_crossbow_levy@2,champ_glacierback_mammoth|champ_sparkfly@2,clear,loss,9716,0,650,0
champ_fogveil_moth|champ_marsh_thrush@3,champ_phantom_lynx@3|champ_voltscale_mamba@3,clear,loss,6347,0,1854,0
champ_borealis|enemy_field_chaplain@2,champ_fogveil_moth|champ_veilfang_wolf@2,clear,draw,12021,0,0,1
champ_ember_salamander@3|enemy_steam_knight@3,champ_iceclaw_lynx|enemy_riven_frost_wyrm@3,clear,win,8248,1287,0,0
champ_hollow_elk@3|champ_veilfang_wolf@3,champ_voltmane_jackal|enemy_slag_sentinel,clear,win,4800,7888,0,0
champ_mirage_caracal|enemy_slag_sentinel,enemy_field_medic|enemy_gunslinger,clear,win,7200,974,0,0
champ_sunspear_falcon@3|enemy_reaver_of_the_reach@3,champ_torrent_heron@3|enemy_slag_sentinel@3,clear,win,6256,4323,0,0
champ_coppercrest_stork@2|enemy_drowned_siren,champ_umbra@3|enemy_field_chaplain@3,clear,loss,5333,0,6056,0
champ_dusk_bat@2|enemy_arcanist,champ_ember_salamander@2|enemy_hexblade_officer@2,clear,win,7078,696,0,0
champ_frostplate_tortoise@2|enemy_steam_engineer,enemy_riflemaster@2|enemy_shaftmaw@3,clear,loss,6000,0,2650,0
champ_geode_beetle@2|champ_snowpelt_cub,champ_hollow_elk|enemy_steam_engineer,clear,draw,12058,209,0,1
champ_dusk_bat@3|enemy_avalanche_engine@3,champ_fogveil_moth|champ_thunderclap_gorilla@3,clear,loss,6000,0,3121,0
champ_lostlight_wisp|enemy_shaftmaw,enemy_avalanche_engine|enemy_battlemage@2,clear,loss,3549,0,992,0
champ_hoarfrost_owl@3|champ_springfrog@3,champ_marshghast_boar@2|champ_nerei@3,clear,draw,12078,0,3276,1
